,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
292,Snarky Responses to Yahoo! Answers,Matthew Cory,3.84,19,9,696,0,"Snarky Responses to Yahoo! Answers, is a four-month excursion into the bowels of the Internet, otherwise known as Yahoo! Answers.

Comic writer Matthew Cory wastes four months of his life answering questions on Yahoo! Answers with unhelpful but hilarious responses. This book is a collection of those responses.

From helping teenage girls determine what a smile means, to giving Snarky Responses to Yahoo! Answers, is a four-month excursion into the bowels of the Internet, otherwise known as Yahoo! Answers.

Comic writer Matthew Cory wastes four months of his life answering questions on Yahoo! Answers with unhelpful but hilarious responses. This book is a collection of those responses.

From helping teenage girls determine what a smile means, to giving baby-naming advice to a parent-to-be, to helping a user who wants to know how to use his zipper, Matthew is quick with a sarcastic response or a clever quip. Every once in a while, Matthew will dispense advice that may actually be usefulâ¦but donât count on it.

Yahoo! Answers is one of the most popular websites on the Internet. The site generates millions of hits per day from users seeking answers from complete strangers to the burning questions of life, such as âWhere did emimen grow up? the raper?â This book is required reading for anyone with a sense of humor, a functioning brain, and an Internet connection.",humor
293,Lover Enshrined,J.R. Ward,4.11,"112,837","4,481",159,2,"In this ""frighteningly addictive"" paranormal romance saga there's a war raging between vampires and their slayers. Here are the stories of a secret band of brothers like no otherâsix vampire warriors, defenders of their race. And now a dutiful twin must choose between two lives...

Fiercely loyal to the Black Dagger Brotherhood, Phury has sacrificed himself for the good In this ""frighteningly addictive"" paranormal romance saga there's a war raging between vampires and their slayers. Here are the stories of a secret band of brothers like no otherâsix vampire warriors, defenders of their race. And now a dutiful twin must choose between two lives...

Fiercely loyal to the Black Dagger Brotherhood, Phury has sacrificed himself for the good of the race, becoming the male responsible for keeping the Brotherhood's bloodlines alive. As Primale of the Chosen, he is obligated to father the sons and daughters who will ensure that the traditions of the race survive, and that there are warriors to fight those who want all vampires extinguished.

As his first mate, the Chosen Cormia wants to win not only his body, but his heart for herself. She is drawn to the noble responsibility behind the emotionally scarred male. But Phury has never allowed himself to know pleasure or joy. As the war with the Lessening Society grows grim, tragedy looms over the Brotherhood's mansion, and Phury must decide between duty and love....",romance
294,Changeless,Gail Carriger,3.98,"45,265","4,026",174,2,"Alexia Maccon, the Lady Woolsey, awakens in the wee hours of the mid-afternoon to find her husband, who should be decently asleep like any normal werewolf, yelling at the top of his lungs. Then he disappears; leaving her to deal with a regiment of supernatural soldiers encamped on her doorstep, a plethora of exorcised ghosts, and an angry Queen Victoria.

But Alexia is armed Alexia Maccon, the Lady Woolsey, awakens in the wee hours of the mid-afternoon to find her husband, who should be decently asleep like any normal werewolf, yelling at the top of his lungs. Then he disappears; leaving her to deal with a regiment of supernatural soldiers encamped on her doorstep, a plethora of exorcised ghosts, and an angry Queen Victoria.

But Alexia is armed with her trusty parasol, the latest fashions, and an arsenal of biting civility. So even when her investigations take her to Scotland, the backwater of ugly waistcoats, she is prepared: upending werewolf pack dynamics as only the soulless can. She might even find time to track down her wayward husband, if she feels like it.

CHANGELESS is the second book of the Parasol Protectorate series: a comedy of manners set in Victorian London, full of werewolves, vampires, dirigibles, and tea-drinking.",science-fiction
295,Strange the Dreamer,Laini Taylor,4.25,"104,813","18,007",Brown,4,"The dream chooses the dreamer, not the other way aroundâand Lazlo Strange, war orphan and junior librarian, has always feared that his dream chose poorly. Since he was five years old heâs been obsessed with the mythic lost city of Weep, but it would take someone bolder than he to cross half the world in search of it. Then a stunning opportunity presents itself, in the pers The dream chooses the dreamer, not the other way aroundâand Lazlo Strange, war orphan and junior librarian, has always feared that his dream chose poorly. Since he was five years old heâs been obsessed with the mythic lost city of Weep, but it would take someone bolder than he to cross half the world in search of it. Then a stunning opportunity presents itself, in the person of a hero called the Godslayer and a band of legendary warriors, and he has to seize his chance or lose his dream forever.

What happened in Weep two hundred years ago to cut it off from the rest of the world? What exactly did the Godslayer slay that went by the name of god? And what is the mysterious problem he now seeks help in solving?

The answers await in Weep, but so do more mysteriesâincluding the blue-skinned goddess who appears in Lazloâs dreams. How did he dream her before he knew she existed? And if all the gods are dead, why does she seem so real?

Welcome to Weep.",fantasy
296,The Double Bind,Chris Bohjalian,3.63,"27,873","3,940",260,0,"In Chris Bohjalian's astonishing novel, nothing is what it at first seems. Not the bucolic Vermont back roads college sophomore Laurel Estabrook likes to bike. Not the savage assault she suffers toward the end of one of her rides. And certainly not Bobbie Crocker, the elderly man with a history of mental illness whom Laurel comes to know through her work at a Burlington ho In Chris Bohjalian's astonishing novel, nothing is what it at first seems. Not the bucolic Vermont back roads college sophomore Laurel Estabrook likes to bike. Not the savage assault she suffers toward the end of one of her rides. And certainly not Bobbie Crocker, the elderly man with a history of mental illness whom Laurel comes to know through her work at a Burlington homeless shelter in the years subsequent to the attack.

In his moments of lucidity, the gentle, likable Bobbie alludes to his earlier life as a successful photographer. Laurel finds it hard to believe that this destitute, unstable man could once have chronicled the lives of musicians and celebrities, but a box of photographs and negatives discovered among Bobbie's meager possessions after his death lends credence to his tale. How could such an accomplished man have fallen on such hard times? Becoming obsessed with uncovering Bobbie's past, Laurel studies his photographs, tracking down every lead they provide into the mystery of his life before homelessness -- including links to the rich neighborhoods of her own Long Island childhood and to the earlier world of F. Scott Fitzgerald's The Great Gatsby, with its larger-than-life characters, elusive desires, and haunting sorrows.

In a narrative of dazzling invention, literary ingenuity, and psychological complexity, Bohjalian engages issues of homelessness and mental illness by evoking the humanity that inhabits the core of both. At the same time, his tale is fast-paced and riveting -- The Double Bind combines the suspense of a thriller with the emotional depths of the most intimate drama. The breathtaking surprises of its final pages will leave readers stunned, overwhelmed by the poignancy of life's fleeting truths, as caught in Bobbie Crocker's photographs and in Laurel Estabrook's painful pursuit of Bobbie's past -- and her own.


Behind The Double Bind

While Bobbie Crocker, the photographer in The Double Bind, is fictitious, the photographs that appear in the book are real. They were taken by a man named Bob ""Soupy"" Campbell, who, as Chris Bohaljian explains in his Author's Note, ""had gone from photographing luminaries from the 1950s and 1960s to winding up at a homeless shelter in northern Vermont.""

Bohaljian's viewing of Campbell's work after the photographer's death provided an inspiration for The Double Bind. ""We tend to stigmatize the homeless and blame them for their plight,"" Bohjalian writes.

""We are oblivious to the fact that most had lives as serious as our own before everything fell apart. The photographs in this book are a testimony to that reality.""",fiction
297,May We Be Forgiven,A.M. Homes,3.67,"14,739","2,041",NA,2,"A darkly comic novel of twenty-first-century domestic life and the possibility of personal transformation

Harold Silver has spent a lifetime watching his younger brother, George, a taller, smarter, and more successful high-flying TV executive, acquire a covetable wife, two kids, and a beautiful home in the suburbs of New York City. But Harry, a historian and Nixon scholar, A darkly comic novel of twenty-first-century domestic life and the possibility of personal transformation

Harold Silver has spent a lifetime watching his younger brother, George, a taller, smarter, and more successful high-flying TV executive, acquire a covetable wife, two kids, and a beautiful home in the suburbs of New York City. But Harry, a historian and Nixon scholar, also knows George has a murderous temper, and when George loses control the result is an act of violence so shocking that both brothers are hurled into entirely new lives in which they both must seek absolution.

Harry finds himself suddenly playing parent to his brotherâs two adolescent children, tumbling down the rabbit hole of Internet sex, dealing with aging parents who move through time like travelers on a fantastic voyage. As Harry builds a twenty-first-century family created by choice rather than biology, we become all the more aware of the ways in which our history, both personal and political, can become our destiny and either compel us to repeat our errors or be the catalyst for change.

May We Be Forgiven is an unnerving, funny tale of unexpected intimacies and of how one deeply fractured family might begin to put itself back together.",fiction
298,The Year of Learning Dangerously: Adventures in Homeschooling,Quinn Cummings,3.48,"1,283",327,NA,0,"A year of homeschooling. What could possibly go wrong?

In this honest and wry memoir, popular blogger, author, and former child actor Quinn Cummings recounts her familyâs decision to wade into the unfamiliar waters of homeschooling â the fastest-growing educational trend of our time -- despite a chronic lack of discipline, some major gaps in academic knowledge, and a seri A year of homeschooling. What could possibly go wrong?

In this honest and wry memoir, popular blogger, author, and former child actor Quinn Cummings recounts her familyâs decision to wade into the unfamiliar waters of homeschooling â the fastest-growing educational trend of our time -- despite a chronic lack of discipline, some major gaps in academic knowledge, and a serious case of math aversion. (And thatâs just Quinn.)

Quinnâs fearless quest includes some self-homeschooling â reading up on education reform, debating the need for âsocialization,â and infiltrating conferences filled with Radical Unschoolers as well as Christian fundamentalists (and even chaperoning a homeschool prom). Part personal narrative, part social commentary, and part how-not-to guide, The Year of Learning Dangerously will make you laugh and make you think. And there may or may not be a quiz at the end. OK, thereâs no quiz. Probably.",non-fiction
299,Red River,Lalita Tademy,3.87,"3,100",392,NA,0,"From the New York Times bestselling author of Cane River comes the dramatic, intertwining story of two families and their struggles during the tumultuous years that followed the Civil War.",historical
300,Hidden: A Child's Story of the Holocaust,LoÃ¯c Dauvillier Marc Lizano Greg Salsedo Alexis Siegel,4.14,"7,391",793,NA,2,"In this gentle, poetic young graphic novel, Dounia, a grandmother, tells her granddaughter the story even her son has never heard: how, as a young Jewish girl in Paris, she was hidden away from the Nazis by a series of neighbors and friends who risked their lives to keep her alive when her parents had been taken to concentration camps.

Hidden ends on a tender note, with Dou In this gentle, poetic young graphic novel, Dounia, a grandmother, tells her granddaughter the story even her son has never heard: how, as a young Jewish girl in Paris, she was hidden away from the Nazis by a series of neighbors and friends who risked their lives to keep her alive when her parents had been taken to concentration camps.

Hidden ends on a tender note, with Dounia and her mother rediscovering each other as World War II ends . . . and a young girl in present-day France becoming closer to her grandmother, who can finally, after all those years, tell her story. With words by LoÃ¯c Dauvillier and art by Marc Lizano and Greg Salsedo, this picture book-style comic for young readers is a touching read.

""Originally published in 2012 by Le Lombard under the title L'Enfant Cache""--Copyright page.",sequential-art
301,The Penultimate Peril,Lemony Snicket Brett Helquist,4.06,"96,318","2,597",877,0,"Dear Reader,
If this is the first book you found while searching for a book to read next, then the first thing you should know is that this next-to-last book is what you should put down first. Sadly, this book presents the next-to-last chronicle of the lives of the Baudelaire orphans, and it is next-to-first in its supply of misery, despair, and unpleasantness.
Probably Dear Reader,
If this is the first book you found while searching for a book to read next, then the first thing you should know is that this next-to-last book is what you should put down first. Sadly, this book presents the next-to-last chronicle of the lives of the Baudelaire orphans, and it is next-to-first in its supply of misery, despair, and unpleasantness.
Probably the next-to-last thing you would like to read about are a harpoon gun, a rooftop sunbathing salon, two mysterious initials, three unidentified triplets, a notorious villain, and an unsavory curry.
Next-to-last things are the first thing to be avoided, and so allow me to recommend that you put this next-to-last book down first, and find something else to read next at last, such as the next-to-last book in another chronicle, or a chronicle containing other next-to-last things, so that this next-to-last book does not become the last book you will read.
With all due respect,
Lemony Snicket",fiction
302,Deadline,Mira Grant,4.10,"24,813","2,346",585,4,"Shaun Mason is a man without a mission. Not even running the news organization he built with his sister has the same urgency as it used to. Playing with dead things just doesn't seem as fun when you've lost as much as he has.

But when a CDC researcher fakes her own death and appears on his doorstep with a ravenous pack of zombies in tow, Shaun has a newfound interest in lif Shaun Mason is a man without a mission. Not even running the news organization he built with his sister has the same urgency as it used to. Playing with dead things just doesn't seem as fun when you've lost as much as he has.

But when a CDC researcher fakes her own death and appears on his doorstep with a ravenous pack of zombies in tow, Shaun has a newfound interest in life. Because she brings news-he may have put down the monster who attacked them, but the conspiracy is far from dead.

Now, Shaun hits the road to find what truth can be found at the end of a shotgun.

Newsflesh
Feed
Deadline
Blackout",horror
303,Breathless,Scott Prussing,3.62,"2,930",329,851,0,"Breathless is the first book in the Blue Fire Saga, a paranormal romance series set at a small college in present day Connecticut. There are currentlyÂ five books in the series.
Weston College freshman Leesa Nyland has been fascinated by vampires since she was three years old. That's when her mom started acting weird, insisting sunlight hurt her skin because she'd been bitt Breathless is the first book in the Blue Fire Saga, a paranormal romance series set at a small college in present day Connecticut. There are currentlyÂ five books in the series.
Weston College freshman Leesa Nyland has been fascinated by vampires since she was three years old. That's when her mom started acting weird, insisting sunlight hurt her skin because she'd been bitten by a one-fanged vampire.
But fascinated doesn't mean Leesa believes. Any more than she believes in blue fire, people who live for centuries, and kisses that can kill. But when her beloved older brother suddenly disappears, she is forced to consider all these and more. She also has to figure out what to do about her mysterious new boyfriend. She knows Rave likes her a lot--so why won't he kiss her?
As Leesa draws closer to finding her brother, she faces some gut-wrenching decisions. Should she risk her mom's life trying to ""cure"" her? Should she continue seeing Rave, after he reveals his dangerous secret? And most terrifying of all, should she make the ultimate sacrifice-give up her humanity-to save her brother?",fantasy
304,Forgiveness and Permission,C.L. Stone,4.39,"9,296",369,534,0,"Sang Sorensonâs abusive mother is secure in a hospital, and her father has vanished to a new family of his own, leaving Sang and her sister to fend for themselves. Sang is hanging by a thread, and her only hope is a group of boys she feels she barely knows.

Sheâs never really alone. The Academy team has stepped in, promising to protect and care for Sang. Kota, Victor, Silas Sang Sorensonâs abusive mother is secure in a hospital, and her father has vanished to a new family of his own, leaving Sang and her sister to fend for themselves. Sang is hanging by a thread, and her only hope is a group of boys she feels she barely knows.

Sheâs never really alone. The Academy team has stepped in, promising to protect and care for Sang. Kota, Victor, Silas, Nathan, Gabriel, Luke and North take over, showing Sang they can be depended on for anything. But just because the parents are away, doesnât mean Sangâs life has become any easier.

The newfound freedom will have a higher price than any of them had imagined.

Principal Hendricks now wants to use Sang to exploit Academy secrets. Mr. McCoy has his own dark plans for her. Enemies are closing in. Sang will need to learn to believe in the boys, and the boys will need to learn to trust her if they want to survive their rivals.

And each other.

The Academy, Relentless Trust",polyamorous
305,Standing in the Rainbow,Fannie Flagg,4.05,"16,538","1,209",986,1,"Along with Neighbor Dorothy, the lady with the smile in her voice, whose daily radio broadcasts keep us delightfully informed on all the local news, we also meet Bobby, her ten-year-old son, destined to live a thousand lives, most of them in his imagination; Norma and Macky Warren and their ninety-eight-year-old Aunt Elner; the oddly sexy and charismatic Hamm Sparks and th Along with Neighbor Dorothy, the lady with the smile in her voice, whose daily radio broadcasts keep us delightfully informed on all the local news, we also meet Bobby, her ten-year-old son, destined to live a thousand lives, most of them in his imagination; Norma and Macky Warren and their ninety-eight-year-old Aunt Elner; the oddly sexy and charismatic Hamm Sparks and the two women who love him as differently as night and day. Then there is Tot Whooten; Beatrice Woods, the Little Blind Songbird; Cecil Figgs, the Funeral King; and the fabulous Minnie Oatman.

The time is 1946 until the present. The town is Elmwood Springs, Missouri, right in the middle of the country, in the midst of the mostly joyous transition from war to peace, aiming toward a dizzyingly bright future.",fiction
306,Hautanummi,Belinda Bauer Sirkka-Liisa SjÃ¶blom,3.71,"8,099","1,028",NA,2,"12-vuotias Steven aikoo etsiÃ¤ lapsena kadonneen enonsa ruumiin, jotta Ã¤iti ja isoÃ¤iti vihdoin uskoisivat, ettÃ¤ eno oli yksi seudulla liikkuneen sarjamurhaajan uhreista, ja lakkaisivat turhaan odottamasta tÃ¤mÃ¤n paluuta. Paikallistaakseen ruumiin Steven kirjoittaa vankilassa istuvalle murhaajalle. Viattoman teinipojan ja viekkaan psykopaatin vÃ¤lillÃ¤ alkaa niukkasanainen, sal 12-vuotias Steven aikoo etsiÃ¤ lapsena kadonneen enonsa ruumiin, jotta Ã¤iti ja isoÃ¤iti vihdoin uskoisivat, ettÃ¤ eno oli yksi seudulla liikkuneen sarjamurhaajan uhreista, ja lakkaisivat turhaan odottamasta tÃ¤mÃ¤n paluuta. Paikallistaakseen ruumiin Steven kirjoittaa vankilassa istuvalle murhaajalle. Viattoman teinipojan ja viekkaan psykopaatin vÃ¤lillÃ¤ alkaa niukkasanainen, salainen kirjeenvaihto, joka johtaa arvaamattomaan piinaanâ¦",mystery
307,Hero: The Life and Legend of Lawrence of Arabia,Michael Korda,3.70,"5,991",334,NA,0,"T.E. Lawrence (1888-1935) first won fame for his writings and his participation in the British-sponsored Arab Revolt of WWI, but the adventurer known even in his day as ""Lawrence of Arabia"" is remembered today mostly as the subject of the 1962 film masterpiece based on his life. This splendid page-turner revitalizes this protean, enigmatic adventurer. That this colorful Br T.E. Lawrence (1888-1935) first won fame for his writings and his participation in the British-sponsored Arab Revolt of WWI, but the adventurer known even in his day as ""Lawrence of Arabia"" is remembered today mostly as the subject of the 1962 film masterpiece based on his life. This splendid page-turner revitalizes this protean, enigmatic adventurer. That this colorful British scholar/Middle East warrior deserves a better fate is demonstrated amply in Michael Kordas' authoritative 784-page biography. Exciting, well-written, and relevant.

699 pages of text, 762 with notes",biography
308,,,NA,NA,NA,NA,0,,NA
309,"Season of the Witch: Enchantment, Terror and Deliverance in the City of Love",David Talbot,4.28,"5,120",745,NA,1,"In a kaleidoscopic narrative, bestselling David Talbot recounts the gripping story of San Francisco in the turbulent years between 1967 & 1982â& of the extraordinary persons who led to the cityâs ultimate rebirth & triumph.

Season of the Witch is the first book to fully capture the dark magic of San Francisco in this breathtaking period, when the city radically changed its In a kaleidoscopic narrative, bestselling David Talbot recounts the gripping story of San Francisco in the turbulent years between 1967 & 1982â& of the extraordinary persons who led to the cityâs ultimate rebirth & triumph.

Season of the Witch is the first book to fully capture the dark magic of San Francisco in this breathtaking period, when the city radically changed itself & then revolutionized the world. The cool gray city of love was the epicenter of the 60s cultural revolution. But by the early 70s, San Franciscoâs ecstatic experiment came crashing down from its starry heights. The city was rocked by savage murder sprees, mysterious terror campaigns, political assassinations, street riots & finally a terrifying sexual epidemic. No other city endured so many calamities in such a short time span.

Talbot goes deep into the riveting story of his cityâs ascent, decline & heroic recovery. He draws intimate portraits of San Franciscoâs legendary demons & saviors: Charles Manson, Patty Hearst & the Symbionese Liberation Army, Jerry Garcia, Janis Joplin, Bill Graham, Herb Caen, the Cockettes, Harvey Milk, Jim Jones & the Peoples Temple, Joe Montana & the Super Bowl 49ers.

He reveals how the city emerged from the trials of this period with a new brand of âSan Francisco values,â including gay marriage, medical marijuana, immigration sanctuary, universal health care, recycling, renewable energy, consumer safety & a living wage mandate. Considered radical when they were first introduced, these ideas have become the bedrock of decent society in many parts of the country & exemplify the ways that the city now inspires a live-and-let-live tolerance, a shared sense of humanity & an openness to change.

As a new generation of activists & dreamers seeks its own path to a more enlightened future, Season of the Witchâwith its epic tale of the wild & bloody birth of San Francisco valuesâoffers both inspiration & cautionary wisdom.",history
310,,,NA,NA,NA,NA,0,,NA
311,Rowan Hood: Outlaw Girl of Sherwood Forest,Nancy Springer,3.76,"2,795",206,762,0,"Rosemary 13, her half-elf mother burnt as a witch, sets off for her unknown father Robin Hood. She disguises herself as a boy Rowan, befriends half-wolf Tykell, overgrown enchanting minstrel Lionel, and runaway princess Ettarde. Vicious Guy of Gisborne wears a black horse-head hide. But Robin says his camp is no place for a girl.",fantasy
312,"To Scotland, With Love",Karen Hawkins,3.81,"2,797",186,141,0,"In this saucy battle of the sexes, bestseller Karen Hawkins pits a hard-headed Scottish lord with an unusual family curse against a headstrong heiress who has a solution for every problem...except her own wayward heart.
When Lord Gregor MacLean learns his childhood friend, Venetia Oglivie, has been abducted by a fortune hunter, he rides off to Scotland in hot -- and very In this saucy battle of the sexes, bestseller Karen Hawkins pits a hard-headed Scottish lord with an unusual family curse against a headstrong heiress who has a solution for every problem...except her own wayward heart.
When Lord Gregor MacLean learns his childhood friend, Venetia Oglivie, has been abducted by a fortune hunter, he rides off to Scotland in hot -- and very annoyed -- pursuit. Venetia's soft heart has gotten her in major trouble this time: if he doesn't rescue her swiftly, the scandal will ostracize the provocative wench!
The only sensible member of her family, Venetia is sure she can fix any problem, even this one. So when an irate Gregor catches up with her, arrogantly expecting a hero's welcome, the sparks between them begin to fly. Then an unexpected snowstorm traps them at an inn, and Gregor discovers his feelings for the lovely Venetia are far warmer than he realized -- fiery enough to burn down the inn! Now if he can only convince Venetia that his motive for marriage isn't duty... but desire.",romance
313,This Is Where It Ends,Marieke Nijkamp,3.69,"80,040","10,513",141,1,"The #1 New York Times Bestseller
A Buzzfeed Best Book of the Decade
A Paste Magazine Best Book of the Decade

Everyone has a reason to fear the boy with the gunâ¦
10:00 a.m.: The principal of Opportunity, Alabama's high school finishes her speech, welcoming the entire student body to a new semester and encouraging them to excel and achieve.

10:02 a.m.: The The #1 New York Times Bestseller
A Buzzfeed Best Book of the Decade
A Paste Magazine Best Book of the Decade

Everyone has a reason to fear the boy with the gunâ¦
10:00 a.m.: The principal of Opportunity, Alabama's high school finishes her speech, welcoming the entire student body to a new semester and encouraging them to excel and achieve.

10:02 a.m.: The students get up to leave the auditorium for their next class.

10:03: The auditorium doors won't open.

10:05: Someone starts shooting.
In 54 minutes, four students must confront their greatest hopes, and darkest fears, as they come face-to-face with the boy with the gun.
Includes special bonus content: a letter from the author, discussion questions, two bonus chapters, a conversation with the author, and a playlist!
Praise for This Is Where It Ends:
A Buzzfeed Best Book of the Decade
A Paste Magazine Best Book of the Decade
A BookRiot Best Book of the Decade
A Professional Book Nerds Best Book of the Decade
""Marieke Nijkamp's brutal, powerful fictional account of a school shooting is important in its timeliness."" âBustle.com
""A gritty, emotional, and suspenseful read and although fictionalized, it reflects on a problematic and harrowing issue across the nation."" âBuzzfeed
""A compelling, brutal story of an unfortunately all-too familiar situation: a school shooting. Nijkamp portrays the events thoughtfully, recounting fifty-four intense minutes of bravery, love, and loss."" âBookRiot",young-adult
314,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,3.90,"363,000","31,213",994,5,"Hillbilly Elegy is a passionate and personal analysis of a culture in crisisâthat of white working-class Americans. The disintegration of this group, a process that has been slowly occurring now for more thanÂ forty years, has been reported with growing frequency and alarm, but has never before been written about as searingly from the inside. J. D. Vance tells the true stor Hillbilly Elegy is a passionate and personal analysis of a culture in crisisâthat of white working-class Americans. The disintegration of this group, a process that has been slowly occurring now for more thanÂ forty years, has been reported with growing frequency and alarm, but has never before been written about as searingly from the inside. J. D. Vance tells the true story of what a social, regional, and class decline feels like when you were born with it hung around your neck.

The Vance family story begins hopefully in postwar America. J. D.âs grandparents were âdirt poor and in love,â and moved north from Kentuckyâs Appalachia region to Ohio in the hopes of escaping the dreadful poverty around them. They raised a middle-class family, and eventually one of their grandchildren would graduate from Yale Law School, a conventional marker of success in achieving generational upward mobility. But as the family saga of Hillbilly Elegy plays out, we learn that J.D.'s grandparents, aunt, uncle, sister, and, most of all, his mother struggled profoundly with the demands of their new middle-class life,Â neverÂ fully escaping the legacy of abuse, alcoholism, poverty, and trauma so characteristic of their part of America. With piercing honesty, Vance shows how he himself still carries around the demons of his chaotic family history.

A deeply moving memoir, with its share of humor and vividly colorful figures, Hillbilly Elegy is the story of how upward mobility really feels. And it is an urgent and troubling meditation on the loss of the American dream for a large segment of this country.",non-fiction
315,Acacia: The War with the Mein,David Anthony Durham,3.57,"8,619",556,576,0,"Leodan Akaran, ruler of the Known World, has inherited generations of apparent peace and prosperity, won ages ago by his ancestors. A widower of high intelligence, he presides over an empire called Acacia, after the idyllic island from which he rules. He dotes on his four children and hides from them the dark realities of traffic in drugs and human lives on which their pro Leodan Akaran, ruler of the Known World, has inherited generations of apparent peace and prosperity, won ages ago by his ancestors. A widower of high intelligence, he presides over an empire called Acacia, after the idyllic island from which he rules. He dotes on his four children and hides from them the dark realities of traffic in drugs and human lives on which their prosperity depends. He hopes that he might change this, but powerful forces stand in his way. And then a deadly assassin sent from a race called the Mein, exiled long ago to an ice-locked stronghold in the frozen north, strikes at Leodan in the heart of Acacia while they unleash surprise attacks across the empire. On his deathbed, Leodan puts into play a plan to allow his children to escape, each to their separate destiny. And so his children begin a quest to avenge their father's death and restore the Acacian empire â this time on the basis of universal freedom.",fantasy
316,,,NA,NA,NA,NA,0,,NA
317,Dream When You're Feeling Blue,Elizabeth Berg,3.53,"8,759","1,356",071,0,"New York Times bestselling author Elizabeth Berg takes us to Chicago at the time of World War II in this wonderful story about three sisters, their lively Irish family, and the men they love.
As the novel opens, Kitty and Louise Heaney say good-bye to their boyfriends Julian and Michael, who are going to fight overseas. On the domestic front, meat is rationed, children part New York Times bestselling author Elizabeth Berg takes us to Chicago at the time of World War II in this wonderful story about three sisters, their lively Irish family, and the men they love.
As the novel opens, Kitty and Louise Heaney say good-bye to their boyfriends Julian and Michael, who are going to fight overseas. On the domestic front, meat is rationed, children participate in metal drives, and Tommy Dorsey and Glenn Miller play songs that offer hope and lift spirits. And now the Heaney sisters sit at their kitchen table every evening to write lettersâLouise to her fiancÃ©, Kitty to the man she wishes fervently would propose, and Tish to an ever-changing group of men she meets at USO dances. In the letters the sisters send and receive are intimate glimpses of life both on the battlefront and at home. For Kitty, a confident, headstrong young woman, the departure of her boyfriend and the lessons she learns about love, resilience, and war will bring a surprise and a secret, and will lead her to a radical action for those she loves. The lifelong consequences of the choices the Heaney sisters make are at the heart of this superb novel about the power of love and the enduring strength of family.


From the Hardcover edition.",historical
318,Obsession,Jonathan Kellerman,3.84,"10,784",452,022,0,"With scores of millions of books in print, translation into two dozen languages, and one of the most popular heroes in contemporary fiction to his name, #1 New York Times bestselling author Jonathan Kellerman is the unequivocal âmaster of the psychological thrillerâ (People). In his newest novel Kellerman delivers a tour de forceâpoignant, dark, and chillingâthat illuminat With scores of millions of books in print, translation into two dozen languages, and one of the most popular heroes in contemporary fiction to his name, #1 New York Times bestselling author Jonathan Kellerman is the unequivocal âmaster of the psychological thrillerâ (People). In his newest novel Kellerman delivers a tour de forceâpoignant, dark, and chillingâthat illuminates a shadowy world where impulse rules.

Tanya Bigelow was a solemn little girl when Dr. Alex Delaware successfully treated her obsessive-compulsive symptoms. Now, at nineteen, she still seems older than her yearsâbut her problems go beyond hyper-maturity. Patty Bigelow, Tanyaâs aunt and adoptive mother, has made a deathbed confession of murder and urged the young woman to seek Delawareâs help. The doctor recalls Patty as a selfless E.R. nurse struggling to raise a child on her ownâa woman seemingly incapable of the âterrible thingâ she has admitted. But for Tanyaâs peace of mind, Delaware agrees to investigate, and he enlists LAPD detective Milo Sturgis in the search for the phantom victim of a crime that may never have occurred.

Armed with only the vaguest details, psychologist and cop follow a trail twisting from L.A.âs sleaziest low-rent districts to its overblown mansions, retracing Patty and Tanyaâs nomadic and increasingly puzzling life to the doorsteps of a sullen heroin addict; a randy real-estate broker; and a brilliant, enigmatic physics student. Suddenly a very real murder tears open a terrifying tunnel into the past, where secretsâand bodiesâare buried. As the tension mounts, Delaware and Sturgis uncover a tangled history of desperation, vengeance, and deathâa legacy of evil that refuses to die.",mystery
