,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
108,,,NA,NA,NA,NA,0,,NA
109,"Billy Budd, Sailor",Herman Melville,3.15,"15,829","1,043",166,0,"A handsome young sailor is unjustly accused of plotting mutiny in this timeless tale of the sea.
--back cover",classics
110,What Is Scientology?,L. Ron Hubbard Church of Scientology,2.89,180,6,"Inc.
(first",0,"It's in the news.Â  It's talked about on radio and TV.Â Â  It's growing at an incredible rate.Â Â  And it's got the answers.

What Is Scientology?

Find out in the book:

* How Scientology helps people in the here and now.

* What the State of Clear is and what it means to you.

* What Total Freedom means and how Scientologists achieve it.

* Why Scientologists believe they have lived befo It's in the news.Â  It's talked about on radio and TV.Â Â  It's growing at an incredible rate.Â Â  And it's got the answers.

What Is Scientology?

Find out in the book:

* How Scientology helps people in the here and now.

* What the State of Clear is and what it means to you.

* What Total Freedom means and how Scientologists achieve it.

* Why Scientologists believe they have lived before.

* What the E-Meter is and how it works.

* Who L. Ron Hubbard is and why Scientologists consider him their best friend.

* Why Scientology is not only a religion, but a religion for people of all religions.

* What kind of people are Scientologists?

* How Scientology began.

* What Scientology auditing is and the miracles it achieves.

* Who has been attacking Scientology and exactly why.",religion
111,,,NA,NA,NA,NA,0,,NA
112,A Portrait of the Artist as a Young Man,James Joyce Seamus Deane,3.62,"135,970","5,965",556,0,"The portrayal of Stephen Dedalus's Dublin childhood and youth, his quest for identity through art and his gradual emancipation from the claims of family, religion and Ireland itself, is also an oblique self-portrait of the young James Joyce and a universal testament to the artist's 'eternal imagination'. Both an insight into Joyce's life and childhood, and a unique work of The portrayal of Stephen Dedalus's Dublin childhood and youth, his quest for identity through art and his gradual emancipation from the claims of family, religion and Ireland itself, is also an oblique self-portrait of the young James Joyce and a universal testament to the artist's 'eternal imagination'. Both an insight into Joyce's life and childhood, and a unique work of modernist fiction, A Portrait of the Artist as a Young Man is a novel of sexual awakening, religious rebellion and the essential search for voice and meaning that every nascent artist must face in order to blossom fully into themselves.",classics
113,Island of the Blue Dolphins,Scott O'Dell,3.84,"315,645","8,879",699,6,"An alternate cover edition can be found here

In the Pacific there is an island that looks like a big fish sunning itself in the sea. Around it, blue dolphins swim, otters play, and sea elephants and sea birds abound. Once, Indians also lived on the island. And when they left and sailed to the east, one young girl was left behind.

This is the story of Karana, the Indian girl An alternate cover edition can be found here

In the Pacific there is an island that looks like a big fish sunning itself in the sea. Around it, blue dolphins swim, otters play, and sea elephants and sea birds abound. Once, Indians also lived on the island. And when they left and sailed to the east, one young girl was left behind.

This is the story of Karana, the Indian girl who lived alone for years on the Island of the Blue Dolphins. Year after year, she watched one season pass into another and waited for a ship to take her away. But while she waited, she kept herself alive by building shelter, making weapons, finding food, and fighting her enemies, the wild dogs. It is not only an unusual adventure of survival, but also a tale of natural beauty and personal discovery.",young-adult
114,Wuthering Heights,Emily BrontÃ« Richard J. Dunn Charlotte BrontÃ« Robert Heindel SÅtÃ©r IstvÃ¡n,3.87,"1,494,331","44,013",464,0,"You can find the redesigned cover of this edition HERE.

This best-selling Norton Critical Edition is based on the 1847 first edition of the novel. For the Fourth Edition, the editor has collated the 1847 text with several modern editions and has corrected a number of variants, including accidentals. The text is accompanied by entirely new explanatory annotations.

New to the You can find the redesigned cover of this edition HERE.

This best-selling Norton Critical Edition is based on the 1847 first edition of the novel. For the Fourth Edition, the editor has collated the 1847 text with several modern editions and has corrected a number of variants, including accidentals. The text is accompanied by entirely new explanatory annotations.

New to the fourth Edition are twelve of Emily Bronte's letters regarding the publication of the 1847 edition of Wuthering Heights as well as the evolution of the 1850 edition, prose and poetry selections by the author, four reviews of the novel, and poetry selections by the author, four reviews of the novel, and Edward Chitham's insightful and informative chronology of the creative process behind the beloved work.

Five major critical interpretations of Wuthering Heights are included, three of them new to the Fourth Edition. A Stuart Daley considers the importance of chronology in the novel. J. Hillis Miller examines Wuthering Heights's problems of genre and critical reputation. Sandra M. Gilbert assesses the role of Victorian Christianity plays in the novel, while Martha Nussbaum traces the novel's romanticism. Finally, Lin Haire-Sargeant scrutinizes the role of Heathcliff in film adaptations of Wuthering Heights.

A Chronology and updated Selected Bibliography are also included.",classics
115,The Real America: Messages from the Heart and Heartland,Glenn Beck,3.72,730,67,We,0,"Glenn Beck has entertained, inspired, and informed millions with his self-effacing humor, heartfelt conviction, and down-to-earth approach to life. And in The Real America, a powerful collection of his early writings, he calls it as he sees it, cutting through the fog of those who have made it their mission to underestimate -- and undermine -- the greatness of America and Glenn Beck has entertained, inspired, and informed millions with his self-effacing humor, heartfelt conviction, and down-to-earth approach to life. And in The Real America, a powerful collection of his early writings, he calls it as he sees it, cutting through the fog of those who have made it their mission to underestimate -- and undermine -- the greatness of America and the power of ""We the People."" Whether the topic is family, religion, personal responsibility, rampant political correctness, presidential elections, or out-of-control celebrities, Glenn Beck rails against the forces that keep us from uniting and fulfilling our potential and explains how to overcome them. His compelling, patriotic, and spiritually driven message will inspire you to connect with your own power and help lead us back to that place that is quickly being forgotten...THE REAL AMERICA.",politics
116,The Sound and the Fury,William Faulkner,3.86,"165,974","7,786",556,0,"The tragedy of the Compson family features some of the most memorable characters in literature: beautiful, rebellious Caddy; the manchild Benjy; haunted, neurotic Quentin; Jason, the brutal cynic; and Dilsey, their black servant. Their lives fragmented and harrowed by history and legacy, the characterâs voices and actions mesh to create what is arguably Faulknerâs masterpi The tragedy of the Compson family features some of the most memorable characters in literature: beautiful, rebellious Caddy; the manchild Benjy; haunted, neurotic Quentin; Jason, the brutal cynic; and Dilsey, their black servant. Their lives fragmented and harrowed by history and legacy, the characterâs voices and actions mesh to create what is arguably Faulknerâs masterpiece and one of the greatest novels of the twentieth century.",classics
117,Hannah Montana: Pro Vocal Series Volume 20 (Pro Vocal),Miley Cyrus,4.28,197,7,NA,0,"Pro VocalWhether you're a karaoke singer or preparing for an audition, the Pro Vocal series is for you. The book contains the lyrics, melody, and chord symbols for eight hit songs. The CD contains demos for listening and separate backing tracks so you can sing along. The CD is playable on any CD, but it is also enhanced for PC and Mac computer users so you can adjust the r Pro VocalWhether you're a karaoke singer or preparing for an audition, the Pro Vocal series is for you. The book contains the lyrics, melody, and chord symbols for eight hit songs. The CD contains demos for listening and separate backing tracks so you can sing along. The CD is playable on any CD, but it is also enhanced for PC and Mac computer users so you can adjust the recording to any pitch without changing the tempo Perfect for home rehearsal, parties, auditions, corporate events, and gigs without a backup band. This volume includes 8 top hits from the show ""Hannah Montana"" The Best of Both Worlds * I Got Nerve * If We Were a Movie * Life's What You Make It * Nobody's Perfect * The Other Side of Me * We Got the Party * Who Said.",music
118,Le Divorce,Diane Johnson,2.92,"4,547",397,NA,2,"This delightful comedy of manners and morals, money, marriage, and murder follows smart, sexy, and impeccably dressed American Isabel Walker as she lands in Paris to visit her stepsister Roxy, a poet whose marriage to an aristocratic French painter has assured her a coveted place in Parisian society...until her husband leaves her for the wife of an American lawyer.Â  Could This delightful comedy of manners and morals, money, marriage, and murder follows smart, sexy, and impeccably dressed American Isabel Walker as she lands in Paris to visit her stepsister Roxy, a poet whose marriage to an aristocratic French painter has assured her a coveted place in Parisian society...until her husband leaves her for the wife of an American lawyer.Â  Could ""le divorce"" be far behind?Â  Can irrepressible Isabel keep her perspective (and her love life) intact as cultures and human passions collide?Â  ""Social comedy at its best"" (Los Angeles Times Book Review), Le Divorce is Diane Johnson at her most scintillating and sublime.",fiction
119,The Bible Code,Michael Drosnin,2.86,"1,938",154,NA,0,"The Barnes & Noble Review
October 1997

The Bible Code is the first full account of a scientific discovery that may change the world, told by a skeptical secular reporter who became part of the story. During Drosnin's five-year investigation of the 3,000-year-old code in the Bible that may reveal our future, he interviewed all the experts, here and abroad. He spent many wee The Barnes & Noble Review
October 1997

The Bible Code is the first full account of a scientific discovery that may change the world, told by a skeptical secular reporter who became part of the story. During Drosnin's five-year investigation of the 3,000-year-old code in the Bible that may reveal our future, he interviewed all the experts, here and abroad. He spent many weeks with the world-class mathematician who discovered the code, Dr. Eliyahu Rips, and he met with famous mathematicians at Harvard, Yale, and Hebrew University. He also talked to a senior code breaker at the top-secret U.S. National Security Agency, who replicated the code and confirmed its messages.
More than just a simple skip code, the Bible code crisscrosses the entire known text of the Bible to find a complex network of words and phrases. For example, after it finds a keyword (""Yitzhak Rabin""), the computer then looks for related information (""assassin,"" ""Amir,"" ""Tel Aviv""). Time after time it finds connected names, dates, and places encoded together. With ""Bill Clinton,"" ""President."" With ""Hitler,"" ""Nazi."" With the moon landing, ""spaceship"" and ""Apollo 11."" A code that has information about significant earthquakes that already happened warns of a major earthquake in Los Angeles early in the next century. It also warns of a nuclear war triggered by an act of nuclear terrorism against Israel.
The Bible code raises a critical question: Does the code describe an inevitable future or a series of possible futures whose ultimate outcome we can still decide? In any event, the Bible code forces us to accept whattheBible itself can only ask us to believe: that we are not alone. As Drosnin states, ""If the Bible code proves one thing, it is that a nonhuman intelligence does exist, or at least did exist at the time the Bible was written. No human could have looked thousands of years ahead and encoded in that ancient book the details of today's world.""",non-fiction
120,The Girl with the Dragon Tattoo,Stieg Larsson Reg Keeland,4.15,"2,840,493","71,339",152,8,"Harriet Vanger, a scion of one of Swedenâs wealthiest families disappeared over forty years ago. All these years later, her aged uncle continues to seek the truth. He hires Mikael Blomkvist, a crusading journalist recently trapped by a libel conviction, to investigate. He is aided by the pierced and tattooed punk prodigy Lisbeth Salander. Together they tap into a vein of u Harriet Vanger, a scion of one of Swedenâs wealthiest families disappeared over forty years ago. All these years later, her aged uncle continues to seek the truth. He hires Mikael Blomkvist, a crusading journalist recently trapped by a libel conviction, to investigate. He is aided by the pierced and tattooed punk prodigy Lisbeth Salander. Together they tap into a vein of unfathomable iniquity and astonishing corruption.

An international publishing sensation, Stieg Larssonâs The Girl with the Dragon Tattoo combines murder mystery, family saga, love story, and financial intrigue into one satisfyingly complex and entertainingly atmospheric novel.",fiction
121,Edward Or Jacob? Quick Quizzes For Fans Of The Twilight Saga,Riley Brooks Scholastic Inc.,3.70,46,4,NA,0,"Have you ever wondered what your friends really think about all things Twilight? Now you can find out!

Edward or Jacob? asks:

Want to know which TWILIGHT SAGA book your friends loved most?

Want to know which ECLIPSE actor your friends think is cutest?

Want to know if your BFFs are on team Edward or team Jacob?

Or do you already know all of you BFFsâ thoughts and feelings about Have you ever wondered what your friends really think about all things Twilight? Now you can find out!

Edward or Jacob? asks:

Want to know which TWILIGHT SAGA book your friends loved most?

Want to know which ECLIPSE actor your friends think is cutest?

Want to know if your BFFs are on team Edward or team Jacob?

Or do you already know all of you BFFsâ thoughts and feelings about all things TWILIGHT?",NA
122,The Pillars of the Earth,Ken Follett,4.32,"695,879","33,421",159,0,"Ken Follett is known worldwide as the master of split-second suspense, but his most beloved and bestselling book tells the magnificent tale of a twelfth-century monk driven to do the seemingly impossible: build the greatest Gothic cathedral the world has ever known.

Everything readers expect from Follett is here: intrigue, fast-paced action, and passionate romance. But what Ken Follett is known worldwide as the master of split-second suspense, but his most beloved and bestselling book tells the magnificent tale of a twelfth-century monk driven to do the seemingly impossible: build the greatest Gothic cathedral the world has ever known.

Everything readers expect from Follett is here: intrigue, fast-paced action, and passionate romance. But what makes The Pillars of the Earth extraordinary is the time the twelfth century; the place feudal England; and the subject the building of a glorious cathedral. Follett has re-created the crude, flamboyant England of the Middle Ages in every detail. The vast forests, the walled towns, the castles, and the monasteries become a familiar landscape.

Against this richly imagined and intricately interwoven backdrop, filled with the ravages of war and the rhythms of daily life, the master storyteller draws the reader irresistibly into the intertwined lives of his characters into their dreams, their labors, and their loves: Tom, the master builder; Aliena, the ravishingly beautiful noblewoman; Philip, the prior of Kingsbridge; Jack, the artist in stone; and Ellen, the woman of the forest who casts a terrifying curse. From humble stonemason to imperious monarch, each character is brought vividly to life.

The building of the cathedral, with the almost eerie artistry of the unschooled stonemasons, is the center of the drama. Around the site of the construction, Follett weaves a story of betrayal, revenge, and love, which begins with the public hanging of an innocent man and ends with the humiliation of a king.

For the TV tie-in edition with the same ISBN go to this Alternate Cover Edition",historical
123,The Secret Life of Bees,Sue Monk Kidd,4.07,"1,184,237","32,041",152,5,"Set in South Carolina in 1964, The Secret Life of Bees tells the story of Lily Owens, whose life has been shaped around the blurred memory of the afternoon her mother was killed. When Lily's fierce-hearted black ""stand-in mother,"" Rosaleen, insults three of the deepest racists in town, Lily decides to spring them both free. They escape to Tiburon, South Carolina--a town th Set in South Carolina in 1964, The Secret Life of Bees tells the story of Lily Owens, whose life has been shaped around the blurred memory of the afternoon her mother was killed. When Lily's fierce-hearted black ""stand-in mother,"" Rosaleen, insults three of the deepest racists in town, Lily decides to spring them both free. They escape to Tiburon, South Carolina--a town that holds the secret to her mother's past. Taken in by an eccentric trio of black beekeeping sisters, Lily is introduced to their mesmerizing world of bees and honey, and the Black Madonna. This is a remarkable novel about divine female power, a story women will share and pass on to their daughters for years to come.",fiction
124,,,NA,NA,NA,NA,0,,NA
125,The Awakening,Kate Chopin,3.66,"181,363","8,271",158,0,"When first published in 1899, The Awakening shocked readers with its honest treatment of female marital infidelity. Audiences accustomed to the pieties of late Victorian romantic fiction were taken aback by Chopin's daring portrayal of a woman trapped in a stifling marriage, who seeks and finds passionate physical love outside the confines of her domestic situation.

Aside f When first published in 1899, The Awakening shocked readers with its honest treatment of female marital infidelity. Audiences accustomed to the pieties of late Victorian romantic fiction were taken aback by Chopin's daring portrayal of a woman trapped in a stifling marriage, who seeks and finds passionate physical love outside the confines of her domestic situation.

Aside from its unusually frank treatment of a then-controversial subject, the novel is widely admired today for its literary qualities. Edmund Wilson characterized it as a work ""quite uninhibited and beautifully written, which anticipates D. H. Lawrence in its treatment of infidelity."" Although the theme of marital infidelity no longer shocks, few novels have plumbed the psychology of a woman involved in an illicit relationship with the perception, artistry, and honesty that Kate Chopin brought to The Awakening.",classics
126,The Corrections,Jonathan Franzen,3.80,"168,683","9,895",877,8,"Winner of the National Book Award for Fiction
Nominated for the National Book Critics Circle Award
An American Library Association Notable Book

Jonathan Franzen's third novel, The Corrections, is a great work of art and a grandly entertaining overture to our new century: a bold, comic, tragic, deeply moving family drama that stretches from the Midwest at mid-century to Wall S Winner of the National Book Award for Fiction
Nominated for the National Book Critics Circle Award
An American Library Association Notable Book

Jonathan Franzen's third novel, The Corrections, is a great work of art and a grandly entertaining overture to our new century: a bold, comic, tragic, deeply moving family drama that stretches from the Midwest at mid-century to Wall Street and Eastern Europe in the age of greed and globalism. Franzen brings an old-time America of freight trains and civic duty, of Cub Scouts and Christmas cookies and sexual inhibitions, into brilliant collision with the modern absurdities of brain science, home surveillance, hands-off parenting, do-it-yourself mental healthcare, and the anti-gravity New Economy. With The Corrections, Franzen emerges as one of our premier interpreters of American society and the American soul.

Enid Lambert is terribly, terribly anxious. Although she would never admit it to her neighbors or her three grown children, her husband, Alfred, is losing his grip on reality. Maybe it's the medication that Alfred takes for his Parkinson's disease, or maybe it's his negative attitude, but he spends his days brooding in the basement and committing shadowy, unspeakable acts. More and more often, he doesn't seem to understand a word Enid says.

Trouble is also brewing in the lives of Enid's children. Her older son, Gary, a banker in Philadelphia, has turned cruel and materialistic and is trying to force his parents out of their old house and into a tiny apartment. The middle child, Chip, has suddenly and for no good reason quit his exciting job as a professor at D------ College and moved to New York City, where he seems to be pursuing a ""transgressive"" lifestyle and writing some sort of screenplay. Meanwhile the baby of the family, Denise, has escaped her disastrous marriage only to pour her youth and beauty down the drain of an affair with a married man--or so Gary hints.

Enid, who loves to have fun, can still look forward to a final family Christmas and to the ten-day Nordic Pleasurelines Luxury Fall Color Cruise that she and Alfred are about to embark on. But even these few remaining joys are threatened by her husband's growing confusion and unsteadiness. As Alfred enters his final decline, the Lamberts must face the failures, secrets, and long-buried hurts that haunt them as a family if they are to make the corrections that each desperately needs.",fiction
127,A Clockwork Orange,Anthony Burgess,3.99,"654,784","15,725",152,1,"In Anthony Burgess's influential nightmare vision of the future, criminals take over after dark. Teen gang leader Alex narrates in fantastically inventive slang that echoes the violent intensity of youth rebelling against society. Dazzling and transgressive, A Clockwork Orange is a frightening fable about good and evil and the meaning of human freedom. This edition include In Anthony Burgess's influential nightmare vision of the future, criminals take over after dark. Teen gang leader Alex narrates in fantastically inventive slang that echoes the violent intensity of youth rebelling against society. Dazzling and transgressive, A Clockwork Orange is a frightening fable about good and evil and the meaning of human freedom. This edition includes the controversial last chapter not published in the first edition, and Burgessâs introduction, âA Clockwork Orange Resucked.â",classics
128,Think BIG and Kick Ass in Business and Life,Donald J. Trump Bill Zanker,3.84,"3,329",304,016,0,"Donald J. Trump is an icon: the very definition of the American success story. President-elect, reality-television star, and developer of some of the planet's most prestigious real estate, he's also become one of the world's wealthiest men.

Trump is a living example of how thinking BIG and knowing when to back up your opinions aggressivelyâregardless of what your critics or Donald J. Trump is an icon: the very definition of the American success story. President-elect, reality-television star, and developer of some of the planet's most prestigious real estate, he's also become one of the world's wealthiest men.

Trump is a living example of how thinking BIG and knowing when to back up your opinions aggressivelyâregardless of what your critics or opponents might sayâcan help you maximize your personal and professional achievements. In his first political campaign, Trump defeated his opponents by rallying voters nationwide to ""Make America Great Again."" For the first time ever, you too can learn Trumpâs secrets to thinking BIG and kicking ass! Learn:


Momentum: the Big Mo. How to get it and how to get it back.
Revenge: how and when to get it (and why it's so sweet).
""I love you, now sign this!"" Why contracts in business and personal life are so important.
Real-life stories from people who've applied the think BIG formula in their own lives.
These strategies are proven and attested to by those who've learned to think BIG from Donald Trump and found success in their own lives even when the world seems to be against them. Co-authored with Bill Zanker, an entrepreneur who learned these tactics firsthand from Trump, Think BIG and Kick Ass shows you how to bring a winning attitude to everything you do. Â",business
129,All the Rules: Time-Tested Secrets for Capturing the Heart of Mr. Right,Ellen Fein Sherrie Schneider,3.38,"3,185",354,003,0,"The search for Mr. Right starts here. This simple set of dating dos and don'ts-combining The Rules and The Rules II-will teach you how to find (and keep!) a man who treats you with the respect and dignity you deserve.

You are a creature unlike any other (Rule #1)-that's why you need... The Rules. Refreshingly blunt, astonishingly effective, and at times hilarious, All the R The search for Mr. Right starts here. This simple set of dating dos and don'ts-combining The Rules and The Rules II-will teach you how to find (and keep!) a man who treats you with the respect and dignity you deserve.

You are a creature unlike any other (Rule #1)-that's why you need... The Rules. Refreshingly blunt, astonishingly effective, and at times hilarious, All the Rules will lead you to where you want to be: in a healthy, committed relationship. These commonsense guidelines will help you:

Lead a full, satisfying, busy life outside of romance.
Accept occasional defeat and move on.
Bring out the best in you and in the men you date.
Whether you're eighteen or eighty, these time-tested techniques will help you find the man of your dreams.",self-help
130,MILEY CYRUS: This Is Her Life,Brittany Kent Joe Magnani,3.70,53,4,NA,0,"WHAT?S IT REALLY LIKE TO BE A STAR?

The real-life Miley Cyrus really does have the best of both worlds. Whether she?s having a blast playing Hannah Montana/Miley Stewart on her hit show, belting our songs on her record-breaking Best of Both Worlds tour and 3-D concert movie, or even walking the red carpet at the Oscars, Miley makes being famous look fun and easy.

The limo? WHAT?S IT REALLY LIKE TO BE A STAR?

The real-life Miley Cyrus really does have the best of both worlds. Whether she?s having a blast playing Hannah Montana/Miley Stewart on her hit show, belting our songs on her record-breaking Best of Both Worlds tour and 3-D concert movie, or even walking the red carpet at the Oscars, Miley makes being famous look fun and easy.

The limo?s out front to take you behind the scenes of Miley?s world. Hang with Miley and get to know what it?s like to perform with the Jonas Brothers, Emily Osment (Lilly), Mitchel Musso (Oliver), Jason Earles (Jackson), Cody linley (Jake)?and even her dad, Billy Ray Cyrus! Find out how Miley grew up and how she learned to sing and act. Discover her favorite things, what matters most to her in her heart, and what her dreams are for the future.

AS AN INSIDER IN MILEY?S WORLD, YOU?LL FIND:

*100 totally cool pictures of Miley and friends
*Fun quizzes to test your knowledge of Miley?s world
*The scoop on her family, famous friends, and costars
*Fabulous fashion tips that will help you look like a star
*And much more!

Maybe ?nobody?s perfect,? but Miley sure comes close. Come on in, and spend a fun-filled time in Miley?s rockin? world!",NA
131,Eragon,Christopher Paolini,3.92,"1,561,258","23,715",839,20,"An alternate cover edition for ISBN 9780375826696 can be found here.

One boy...
One dragon...
A world of adventure.

When Eragon finds a polished blue stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon soon realizes he has stumbled upon a legacy ne An alternate cover edition for ISBN 9780375826696 can be found here.

One boy...
One dragon...
A world of adventure.

When Eragon finds a polished blue stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon soon realizes he has stumbled upon a legacy nearly as old as the Empire itself.

Overnight his simple life is shattered, and he is thrust into a perilous new world of destiny, magic, and power. With only an ancient sword and the advice of an old storyteller for guidance, Eragon and the fledgling dragon must navigate the dangerous terrain and dark enemies of an Empire ruled by a king whose evil knows no bounds.

Can Eragon take up the mantle of the legendary Dragon Riders? The fate of the Empire may rest in his hands.",fantasy
132,Eldest,Christopher Paolini Ieva VenskeviÄiÅ«tÄ,3.99,"395,666","10,177",910,4,"Darkness fallsâ¦despair aboundsâ¦evil reignsâ¦Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider. Ages 12+.

Darkness fallsâ¦despair aboundsâ¦evil reignsâ¦

Eragon and his drag Darkness fallsâ¦despair aboundsâ¦evil reignsâ¦Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider. Ages 12+.

Darkness fallsâ¦despair aboundsâ¦evil reignsâ¦

Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider: magic and swordsmanship. Soon he is on the journey of a lifetime, his eyes open to awe-inspring new places and people, his days filled with fresh adventure. But chaos and betrayal plague him at every turn, and nothing is what it seems. Before long, Eragon doesn't know whom he can trust.

Meanwhile, his cousin Roran must fight a new battleâone that might put Eragon in even graver danger.

Will the king's dark hand strangle all resistance? Eragon may not escape with even his life. . . .",fantasy
133,Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,3.50,"24,732","1,354",414,6,"Suspense, thrills, action and adventure. Earth has been dominated for 1,000 years by an alien invaderâand man is an endangered species. From the handful of surviving humans a courageous leader emergesâJonnie Goodboy Tyler, who challenges the invincible might of the alien Psychlo empire in a battle of epic scale, danger and intrigue with the fate of the Earth and of the uni Suspense, thrills, action and adventure. Earth has been dominated for 1,000 years by an alien invaderâand man is an endangered species. From the handful of surviving humans a courageous leader emergesâJonnie Goodboy Tyler, who challenges the invincible might of the alien Psychlo empire in a battle of epic scale, danger and intrigue with the fate of the Earth and of the universe in the tenuous balance.",science-fiction
134,The Notebook,Nicholas Sparks,4.12,"1,447,097","21,328",126,0,"A man with a faded, well-worn notebook open in his lap. A woman experiencing a morning ritual she doesn't understand. Until he begins to read to her. An achingly tender story about the enduring power of love.

A man with a faded, well-worn notebook open in his lap. A woman experiencing a morning ritual she doesn't understand. Until he begins to read to her. The Notebook is a A man with a faded, well-worn notebook open in his lap. A woman experiencing a morning ritual she doesn't understand. Until he begins to read to her. An achingly tender story about the enduring power of love.

A man with a faded, well-worn notebook open in his lap. A woman experiencing a morning ritual she doesn't understand. Until he begins to read to her. The Notebook is an achingly tender story about the enduring power of love, a story of miracles that will stay with you forever.

Set amid the austere beauty of coastal North Carolina in 1946, The Notebook begins with the story of Noah Calhoun, a rural Southerner returned home from World War II. Noah, thirty-one, is restoring a plantation home to its former glory, and he is haunted by images of the beautiful girl he met fourteen years earlier, a girl he loved like no other. Unable to find her, yet unwilling to forget the summer they spent together, Noah is content to live with only memories...until she unexpectedly returns to his town to see him once again.

Allie Nelson, twenty-nine, is now engaged to another man, but realizes that the original passion she felt for Noah has not dimmed with the passage of time. Still, the obstacles that once ended their previous relationship remain, and the gulf between their worlds is too vast to ignore. With her impending marriage only weeks away, Allie is forced to confront her hopes and dreams for the future, a future that only she can shape.

Like a puzzle within a puzzle, the story of Noah and Allie is just the beginning. As it unfolds, their tale miraculously becomes something different, with much higher stakes. The result is a deeply moving portrait of love itself, the tender moments and the fundamental changes that affect us all. Shining with a beauty that is rarely found in current literature, The Notebook establishes Nicholas Sparks as a classic storyteller with a unique insight into the only emotion that really matters.

""I am nothing special, of this I am sure. I am a common man with common thoughts and I've led a common life. There are no monuments dedicated to me and my name will soon be forgotten, but I've loved another with all my heart and soul, and to me, this has always been enough.""

And so begins one of the most poignant and compelling love stories you will ever read...The Notebook",romance
135,The Hunger Games,Suzanne Collins,4.32,"7,070,309","180,548",374,41,"Could you survive on your own in the wild, with every one out to make sure you don't live to see the morning?

In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol is harsh and cruel and keeps the districts in line by forcing them all to send one boy and one girl between the ages Could you survive on your own in the wild, with every one out to make sure you don't live to see the morning?

In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol is harsh and cruel and keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV.

Sixteen-year-old Katniss Everdeen, who lives alone with her mother and younger sister, regards it as a death sentence when she steps forward to take her sister's place in the Games. But Katniss has been close to dead beforeâand survival, for her, is second nature. Without really meaning to, she becomes a contender. But if she is to win, she will have to start making choices that weight survival against humanity and life against love.",young-adult
136,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.89,"1,309,096","47,611",226,15,"Christopher John Francis Boone knows all the countries of the world and their capitals and every prime number up to 7,057. He relates well to animals but has no understanding of human emotions. He cannot stand to be touched. And he detests the color yellow.

This improbable story of Christopherâs quest to investigate the suspicious death of a neighborhood dog makes for one o Christopher John Francis Boone knows all the countries of the world and their capitals and every prime number up to 7,057. He relates well to animals but has no understanding of human emotions. He cannot stand to be touched. And he detests the color yellow.

This improbable story of Christopherâs quest to investigate the suspicious death of a neighborhood dog makes for one of the most captivating, unusual, and widely heralded novels in recent years.",fiction
137,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!",Rory Freedman Kim Barnouin,3.36,"32,824","4,173",NA,0,"Stop being a moron and start getting skinny!

If you can't take one more day of self-loathing, you're ready to hear the truth: You cannot keep shoveling the same crap into your mouth every day and expect to lose weight.

Authors Rory Freeman and Kim Barnouin are your new smart-mouthed girlfriends who won't mince words and will finally tell you the truth about what you're feedi Stop being a moron and start getting skinny!

If you can't take one more day of self-loathing, you're ready to hear the truth: You cannot keep shoveling the same crap into your mouth every day and expect to lose weight.

Authors Rory Freeman and Kim Barnouin are your new smart-mouthed girlfriends who won't mince words and will finally tell you the truth about what you're feeding yourself. And they'll guide you on making intelligent and educated decisions about food. They may be bitches, but they are skinny bitches. And you'll be one too--after you get with the program and start eating right.",non-fiction
