,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
134,The Treemakers,Christina L. Rozelle,4.23,535,191,288,0,"This is a previously-published alternate cover edition of ASIN B00P49KVKG.


Sixteen-year-old Joy Montgomery, daughter of Zephyr the Magnificent, the great magician, can only reminisce of better times. Before the Superiors. Before the uprisings. Long ago. Before the dying Earth ripped the family she loved away from her.
In this desolate dystopian future, the Greenleigh orph This is a previously-published alternate cover edition of ASIN B00P49KVKG.


Sixteen-year-old Joy Montgomery, daughter of Zephyr the Magnificent, the great magician, can only reminisce of better times. Before the Superiors. Before the uprisings. Long ago. Before the dying Earth ripped the family she loved away from her.
In this desolate dystopian future, the Greenleigh orphans are âprivilegedâ with the task of building mechanical trees for Bygonne, so their world behind The Wall can breathe another day, and so the Superiors may continue their malevolent reign.
Lured by a yearning for freedom, tenacious curiosity, and hunger for adventure, Joy discovers hope and magic amid the misery, and power in her promise to care for those remaining, whom she loves enough to risk her life for. To save them, herself, and the boy she adores from the abuse and slavery by the Superiors, Joy must entrust the aid of an unlikely ally who harbors a dangerous secret.
With an intriguing stranger at the helm, Joy and the treemakers embark on an intense and terrifying, yet liberating quest for the truth about the existence of the forbidden paradise beyond The Wall.


*Please note: This is the first book in the series. The second book will be available late 2015. This story is intended for mature young adult audiences, and contains themes that may be disturbing and/or offensive to some people. If you find abusive, sexual, violent, deeply intense emotional, and/or character death events disturbing and/or offensive, this book is not recommended for you or your children. Though please keep in mind this story balances those events and sequences with love, friendship, integrity, strength, nurturing, hope, perseverance, determination, and the fight for freedom from bondage. This story is not intended for the weak of heart.",science-fiction
135,Manche MÃ¤dchen mÃ¼ssen sterben,Jessica Warman Andreas Kasprzak,3.95,"9,310","1,116",NA,1,"Ihr 18. Geburtstag sollte der Anfang von etwas Neuem sein. Doch er war das Ende von allemâ¦

Nach einer durchfeierten Nacht auf der Jacht ihrer Eltern wird Liz Valchar von einem merkwÃ¼rdigen GerÃ¤usch geweckt. Irgendetwas schlÃ¤gt bestÃ¤ndig gegen die Ã¤uÃere BootshÃ¼lle. Liz entdeckt eine Gestalt im Wasser ... und erkennt voller Entsetzen, dass sie auf ihren eigenen leblosen KÃ¶rp Ihr 18. Geburtstag sollte der Anfang von etwas Neuem sein. Doch er war das Ende von allemâ¦

Nach einer durchfeierten Nacht auf der Jacht ihrer Eltern wird Liz Valchar von einem merkwÃ¼rdigen GerÃ¤usch geweckt. Irgendetwas schlÃ¤gt bestÃ¤ndig gegen die Ã¤uÃere BootshÃ¼lle. Liz entdeckt eine Gestalt im Wasser ... und erkennt voller Entsetzen, dass sie auf ihren eigenen leblosen KÃ¶rper hinabblickt. Und obwohl Liz nun tot ist, ist sie immer noch da â auch wenn niemand sie mehr sehen kann. WÃ¤hrend die junge Frau zu verstehen versucht, warum sie sterben musste, wird ihr allmÃ¤hlich klar, dass ihr ganzes Leben eine LÃ¼ge war. All jene, die sie geliebt hat, verbargen dunkle Geheimnisse vor ihr. Doch auch Liz selbst war nicht so perfekt, wie sie stets glauben wollte. Und lÃ¤ngst nicht so unschuldig â¦",young-adult
136,Do Not Resuscitate,Nicholas Ponticello,3.73,136,26,NA,4,"Jim Frost thinks that when youâre dead, youâre dead. Gone. Finished. Kaput. But on the eve of his seventy-third birthday, his daughter suggests he have his brain downloaded to a microchip for safekeeping, and Jim is forced to consider what it really means to dieâand what it might mean to live forever.

Recipient of the 2015 Green Book Festival honorable mention in fiction a Jim Frost thinks that when youâre dead, youâre dead. Gone. Finished. Kaput. But on the eve of his seventy-third birthday, his daughter suggests he have his brain downloaded to a microchip for safekeeping, and Jim is forced to consider what it really means to dieâand what it might mean to live forever.

Recipient of the 2015 Green Book Festival honorable mention in fiction and semi-finalist in the 2015 Kindle Book Awards, Do Not Resuscitate is the firsthand account of Jim Frost, an aging misanthropist who witnessed the rise and fall of the United States as a world power, the digitalization of the planet, the advent of the water wars, and the near collapse of the global economy. Yet he remains impervious to it all. Concerned more with his plasma TV, high-speed Internet, and continual supply of hash, twentysomething Jim takes an under-the-table job off Craigslist delivering mysterious red coolers to strangers in cafÃ©s in an effort to pay the bills. But when Jimâs enigmatic employer asks him to fly to North Korea for a delivery, Jim starts to wonder what heâs gotten himself into.",science-fiction
137,Born to Die in My Place: A Story of Unconditional Love,Diana Rowe,4.67,6,2,600,1,,NA
138,Managing Bubbie,Russel Lazega,3.69,"2,296",183,498,13,"Her devoted family only wants the best for their Bubbie. Mostly they want to ensure that their matriarchâs twilight years are spent in comfort, safety, and serenity. But how do you manage an aging, immutably stubborn Holocaust survivor who has risen above the squalor of Polandâs ghettos; fled across the war-torn German wilderness; and survived the winter-ravaged Pyrenees a Her devoted family only wants the best for their Bubbie. Mostly they want to ensure that their matriarchâs twilight years are spent in comfort, safety, and serenity. But how do you manage an aging, immutably stubborn Holocaust survivor who has risen above the squalor of Polandâs ghettos; fled across the war-torn German wilderness; and survived the winter-ravaged Pyrenees alone on foot with three children? You probably don't.



Managing Bubbie is the heartrending, hilarious family memoir by Russel Lazega that recounts the frequently hectic, ever-exhausting trials of one Jewish family in Miami Beach as they try to oversee the care of the elderly, unmanageable Lea Lazega. As they scramble for an acceptable assisted living facility and struggle to get her medication in line, they discover the difficulties of controlling a woman who time and again eluded catastrophe by refusing to be told what to do.



A tapestry of an American family in the 1980s, Managing Bubbie also revisits the Holocaust period to mine the love, hope, and humor that emerged from the deepest despair. Anyone who savors a soft heart with a sharp funny bone will laugh, cry, and commiserate with the confounded family who must manage their beloved, impossible Bubbie.",non-fiction
139,Jenny Kissed Me!,Thomas Allen,4.26,356,9,NA,0,"When Jenny finds an old letter in a shoebox, her mind is flooded with memories of a long forgotten love. She and Jonathan had secretly loved one another in high school, but never shared those feelings except for that one time in the library their senior year. Jenny had impetuously kissed Jonathanâa moment neither forgot. Four decades have passed. Five thousand miles away t When Jenny finds an old letter in a shoebox, her mind is flooded with memories of a long forgotten love. She and Jonathan had secretly loved one another in high school, but never shared those feelings except for that one time in the library their senior year. Jenny had impetuously kissed Jonathanâa moment neither forgot. Four decades have passed. Five thousand miles away they meet as strangers on tour in Italy. Will they have the opportunity for a second chance?
A clean, wholesome, timeless story , with universal themes built around admirable, charming characters.

Some folks are bothered that most love stories seem a bit contrived and have a suspension of belief. They normally label themselves as realists--""not into that fairy-tale stuff."" But what better way to deal with the real world, 24/7, than to take a break, experience a lovelier world-- one that transforms the mood and lifts the spirit, giving hope to something better. Although my story is fictional, the magical thing about it is that it could really happen.",romance
140,Craved,Lola Smirnova,4.39,54,28,055,0,"Riveting and dark New Adult realistic fiction with a touch of thrilling suspenseâ¦

Having been to hell and back, the eager sisters from Ukraine - Natalia, Lena and Julia - decide to retire from selling sex and walk the straight and narrow path back home. But when an old friend calls them with an opportunity to make buckets of âeasyâ money in South Africa, they find it imposs Riveting and dark New Adult realistic fiction with a touch of thrilling suspenseâ¦

Having been to hell and back, the eager sisters from Ukraine - Natalia, Lena and Julia - decide to retire from selling sex and walk the straight and narrow path back home. But when an old friend calls them with an opportunity to make buckets of âeasyâ money in South Africa, they find it impossible to refuse.

Return to the nightlife of the entertainment business brings along all the old familiar temptations - alcohol, drugs, and prostitution.

Can the girls resist their vices and stay together? Or will this industry destroy their sanity and their family?

Inspired by real life events, Craved is a fascinating story of addiction, survival and the art of making a living in the sex trade.

**Craved is the second book of a planned trilogy.",dark
141,Alex's War (The New Beginning #1),Daniel Michael,amazing,3,1,NA,0,"""On a year in the near future, at 7:15 p.m. on the 21st of October, the entire American
government is wiped out by nuclear warheads. No one was sure who did it. As the fi rst
wave of attacks came, surviving Americans soon knew that both the Russians and Chinese,
through a systematic infi ltration of North America and a complete program of invasion, are
the enemies. The survivo ""On a year in the near future, at 7:15 p.m. on the 21st of October, the entire American
government is wiped out by nuclear warheads. No one was sure who did it. As the fi rst
wave of attacks came, surviving Americans soon knew that both the Russians and Chinese,
through a systematic infi ltration of North America and a complete program of invasion, are
the enemies. The survivors have to collect their wits, put up a defense, and harness all sorts
of technological and material resources in order for America to survive and continue in The
New Beginning, a vision of an America after a successful enemy nuclear attack.
Fully a hundred million Americans did not survive the fi rst wave of attacks. Alexander
James, then a civilian, is enlisted into the army. The United States, what is left of it,
turns into a highly militarized and technologically conscious political entity to combat
the oncoming hordes of Chinese and Russians. Fighting rages across the American
continent, and Americans themselves are forced to think up all sorts of guerilla operations
to momentarily stop the enemy juggernaut, regroup, and perhaps (in a vain hope)
to defeat it.
Years of fi ghting changes the remaining landscape of America. Buildings are built like
fortresses, high technology forms a defensive border even over American skies, children
study war in kindergarten, and society lives and dies by the strength of its war slogans
and the will to take the fi ght to the enemy. Alexander James is absent from family life for
years on end. He makes it to Colonel in the armed forces and is a pivotal personality in
a desperate operation to stop the war totally by infi ltrating the Russian high command.
He becomes a hero but refuses to be drawn in to the next presidential election, being
disillusioned by what American society had become because of the war. This novel is the
start of a riveting new saga of a future America fi ghting for its very survival.""",NA
142,Outcry: Holocaust memoirs,Manny Steinberg,4.49,"3,261",326,440,0,"Outcry - Holocaust Memoirs, a profoundly moving autobiography

Manny Steinberg spent his teens in Nazi extermination camps in Germany and Poland, miraculously surviving while millions perished. This is his story. Born in 1925 in the Jewish ghetto in Radom (Poland), Manny soon realized that people of Jewish faith were increasingly being regarded as outsiders. When the Nazis i Outcry - Holocaust Memoirs, a profoundly moving autobiography

Manny Steinberg spent his teens in Nazi extermination camps in Germany and Poland, miraculously surviving while millions perished. This is his story. Born in 1925 in the Jewish ghetto in Radom (Poland), Manny soon realized that people of Jewish faith were increasingly being regarded as outsiders. When the Nazis invaded in September 1939 the nightmare started. The cityâs Jewish population had no chance of escaping and was faced with starvation, torture, sexual abuse and ultimately deportation. Outcry is the candid and moving account of a teenager who survived four Nazi camps: Dachau, Auschwitz, Vaihingen and Neckagerach. While being subjected to torture and degradation, he agonized over two haunting questions: ""Why the Jews?"" and ""How can the world let this happen?"" These questions remain hard to answer.

Mannyâs brother Stanley had jumped off the cattle wagon on the way to the extermination camp where his mother and younger brother were to perish. Desperately lonely and hungry, Stanley stood outside the compound hoping to catch a glimpse of Manny and their father. Once he discovered that they were among the prisoners, he turned himself in. The days were marked by hunger, cold, hard labor, and fear. Knowing that other members of the family were in the same camp kept them alive. Since acknowledging each other would have meant death, they pretended to be complete strangers. Manny relates how he was served human flesh and was forced to shave the heads of female corpses and pull out their teeth. Cherishing a picture of his beloved mother in his wooden shoe, he miraculously survived the terror of the Polish and German concentration camps together with his father and brother. When the Americans arrived in April 1945, Manny was little more than a living skeleton, with several broken ribs and suffering from a serious lung condition, wearing only a dirty, ragged blanket. This autobiography was written to fulfill a promise Manny made to himself during his first days of freedom. By publishing these Holocaust memoirs, the author wants to ensure that the world never forgets what happened during WWII. The narrative is personal, unencumbered and direct. Outcry touches the reader with its directness and simplicity. The story is told through the eyes of an old man forcing himself to relive years of intense suffering. It is an account of human cruelty, but also a testimony to the power of love and hope.

Memoirs worthy of being adapted for the big screen.

""I read this book with a very heavy heart and tears running down my face. For Manny's endurance and his brother Stanley to be so tested is truly a testament to life!""

""Very well written as it goes straight to the reader's heart!"" ""Manny Steinberg shares his extraordinary teenage story of surviving four concentration camps in an account noteworthy for its straightforward, unencumbered narrative. His is a story almost everyone can imagine happening to themselves - no less harrowing than more dramatic renditions of Holocaust survival, but somehow more compelling, and universal, for the unembellished simplicity of his style.""

""Manny's story is told so well and his perseverance is so strong that you are uplifted and reminded of the strength of the human spirit.""",non-fiction
143,,,NA,NA,NA,NA,0,,NA
144,The Forgotten Highlander: My Incredible Story of Survival During the War in the Far East,Alistair Urquhart,4.50,"2,982",296,250,0,"Alistair Urquhart was a soldier in the Gordon Highlanders captured by the Japanese in Singapore. He not only survived working on the notorious Bridge on the River Kwai , but he was subsequently taken on one of the Japanese âhellshipsâ which was torpedoed. Nearly everyone else on board died and Urquhart spent 5 days alone on a raft in the South China Sea before being rescue Alistair Urquhart was a soldier in the Gordon Highlanders captured by the Japanese in Singapore. He not only survived working on the notorious Bridge on the River Kwai , but he was subsequently taken on one of the Japanese âhellshipsâ which was torpedoed. Nearly everyone else on board died and Urquhart spent 5 days alone on a raft in the South China Sea before being rescued by a whaling ship. He was taken to Japan and then forced to work in a mine near Nagasaki. Two months later a nuclear bomb dropped just ten miles away . . .This is the extraordinary story of a young man, conscripted at nineteen and whose father was a Somme Veteran, who survived not just one, but three very close separate encounters with death - encounters which killed nearly all his comrades.",history
145,The Auric Insignia (The Aurelian Epics Book 1),Perry Horste Tommaso Tagliabue,4.13,8,4,NA,0,"In the northernmost part of the realm of man, in a cottage on the outskirts of the small, isolated village of Brightseed, lives Roarke. In the shadow of the mountain range that signifies the end of the civilized world, he leads a simple life in solitude, far away from the rumored brilliance of the southern cities. Or so he thought...

Until one night, when he is awakened by In the northernmost part of the realm of man, in a cottage on the outskirts of the small, isolated village of Brightseed, lives Roarke. In the shadow of the mountain range that signifies the end of the civilized world, he leads a simple life in solitude, far away from the rumored brilliance of the southern cities. Or so he thought...

Until one night, when he is awakened by an animal that leads him to one of his snares, where he finds something that shakes his set view of the world he lives in, and of the people that he shares it with. Something that will put him on a journey, filled with injustice, betrayal and death.",NA
146,,,NA,NA,NA,NA,0,,NA
147,The Song and the Pendant,Magnus Von Black,4.67,9,6,898,0,"The Song and the Pendant is an epic science fiction romantic fantasy comedy; a pseudo-fictional work of archaeological theology and speculative futurist super-hero quasi-Victorian space drama that will shatter your expectations, and possibly even your heart.

This is the typical age-old tale of girl meets boy, boy is gay, space vortex almost kills them, girl goes to opera, The Song and the Pendant is an epic science fiction romantic fantasy comedy; a pseudo-fictional work of archaeological theology and speculative futurist super-hero quasi-Victorian space drama that will shatter your expectations, and possibly even your heart.

This is the typical age-old tale of girl meets boy, boy is gay, space vortex almost kills them, girl goes to opera, boy and girl get sucked into interstellar time war, girl punches dinosaur, boy meets other boy, girl throws piano at super villain, Jesus discusses his favorite band, the creation of the universe is at least partially explained... you know, just your average, run of the mill science fiction romance time travel dragon karate super power nanotechnology love story about a girl who doesn't get along with her dad.

It is the tale of Clara Edmonds, recent college graduate, and an independent, internally romantic young woman faced with a difficult choice between a career imagined for her by her parents, and the insistent dictates of her spirit. Her willingness to obey these mandates of passion and purpose will lead her on an adventure far beyond her intended destination of San Francisco, and even beyond our world. This is a tale of passion, of opera, of lost loves and strange wars which span vast chasms of space and time. It is a whirling, violent, and quietly beautiful poem through which we experience her deliciously naive feelings for an enigmatic pianist from another planet. It is at times a kaleidoscopic dirge in which we are stung by her anger and fear as she punches a dinosaur in the face, and hurls a grand piano at a well-mannered, super powered butler in the employ of a time traveling, psychopathic, warrior aristocrat. This is a triumphant ballad of human culture in which grown men fall in love, a flying priestess vaporizes a mansion with her eyeball lasers, portals to hell are opened, and two ageless masterminds engage in a ruthless shadow war of archaeology, religion, physics, and brute preternatural force. Most importantly, this is the origin story of the greatest and most powerful super hero in the history of human literature.

Actual Length: 246,000 words (~900 pages, if it were a paperback.)",NA
148,The Thing With Feathers,Anne Sweazy-Kulju,4.30,47,19,LLC,0,"As the inhabitants of Cloverdale, Oregon, welcomed in the twentieth century, they were not unaccustomed to hard times and thorny situations.

Small communities banded together for protection and hope. Heroes and villains were often difficult to decipher.

When an itinerate Baptist preacher arrived with his baby daughter and a wife lost on the trail, there was no one prepared t As the inhabitants of Cloverdale, Oregon, welcomed in the twentieth century, they were not unaccustomed to hard times and thorny situations.

Small communities banded together for protection and hope. Heroes and villains were often difficult to decipher.

When an itinerate Baptist preacher arrived with his baby daughter and a wife lost on the trail, there was no one prepared to suspect what lurid secrets and heartbreak he might be concealing. As the preacher sets his sights against those who might oppose him, the names and the lives of the
good people of Cloverdale may not be spared.

Yet in the midst of the machinations of a mad man, virtue and valor can persist. The Thing with Feathers is known to fly through wars, depressions, and natural disasters. Will the Marshall clan and the good people of Cloverdale find it in time?",fiction
149,Conquest (The Angels of Chicago: Book 1),C.J. Somersby,3.89,28,13,193,0,"Samuel Black just wants a normal life. However, being a private investigator, things aren't quite that simple. Especially a private investigator with supernatural powers.

His life is about to get even more complicated when he meets a new client: Alleam. For Alleam is an Angel, you see. And the target Alleam wants found is none other than the first Horseman of the Apocalypse Samuel Black just wants a normal life. However, being a private investigator, things aren't quite that simple. Especially a private investigator with supernatural powers.

His life is about to get even more complicated when he meets a new client: Alleam. For Alleam is an Angel, you see. And the target Alleam wants found is none other than the first Horseman of the Apocalypse, Conquest. Drawn into a crazy world of angels, demons, bikers (who are also angels and demons), Holy nukes, Heaven, Hell and all manner of Biblical terrors, Sam will embark upon a journey that will tear his world apart, and maybe the world itself.

Sam didn't ask for any of this, but here he is. Stopping the apocalypse. Fancy that.",fantasy
150,The Malevolent Twin,Mary Sage Nguyen,3.69,16,7,NA,0,"A murderous wicked twin.
An innocent, law abiding, and oblivious girl.
The ultimate brawl between contrasting sisters!
Murder, mystery, suspense and more

Avery is a normal teenager, except for Venice. Venice is Averyâs imaginary friend or so she thinks. When the two begin to fight. Avery starts her investigation, to figure out what Venice really is. She encounters a wise ol A murderous wicked twin.
An innocent, law abiding, and oblivious girl.
The ultimate brawl between contrasting sisters!
Murder, mystery, suspense and more

Avery is a normal teenager, except for Venice. Venice is Averyâs imaginary friend or so she thinks. When the two begin to fight. Avery starts her investigation, to figure out what Venice really is. She encounters a wise old exorcist, and an albino psychic who assist her, with attempting to remove Venice. Which comes too late as Venice goes on a murdering rampage using Averyâs body. Does Avery survive the Wrath of Venice?

Find out inâ¦

The Malevolent Twin",NA
151,Fangs Of K'aath,Paul Kidd,4.52,46,7,NA,0,"A story of stories that inspired a generation of artists and writers.
An enthralling fairytale in the ""Arabain Nights"" tradition - a tale for adults and the young at heart - a tale of filled with sinister powers, disguised princes, herem girls and scimitars.
In the Kingdom of Osra, on the shores of the Amu Daya, there is a city of ancient mystery. Here in the dusty market A story of stories that inspired a generation of artists and writers.
An enthralling fairytale in the ""Arabain Nights"" tradition - a tale for adults and the young at heart - a tale of filled with sinister powers, disguised princes, herem girls and scimitars.
In the Kingdom of Osra, on the shores of the Amu Daya, there is a city of ancient mystery. Here in the dusty markets, dwells a little storyteller: Sandhri, mistress of a thousand fleas and teller of ten thousand tales. Bewitching, gossiping, loveable, infuriating...
But when the begger girl falls in love with a handsome price, an ancient evil is awakened, a savage power that threatens to tear their worlds apart...",fantasy
152,STORY OF AN INDIAN WOMAN,Anantaroopa,0.00,0,0,NA,0,"A story of an Indian woman who was born eight decades ago in a landlord's family, and her life as it progresses from birth to her marriage (child marriage) and subsequently the events in her life as they unfold , some dramatic and some not so , to the birth of her children, dealing with a negligent husband, finding the strength to raise her children well, and dealing with A story of an Indian woman who was born eight decades ago in a landlord's family, and her life as it progresses from birth to her marriage (child marriage) and subsequently the events in her life as they unfold , some dramatic and some not so , to the birth of her children, dealing with a negligent husband, finding the strength to raise her children well, and dealing with the societal changes , aspiring to be progressive and finally doing something which would be helpful to others before her death, so that she can die peacefully",NA
153,Show Time,Phil Harvey,3.13,78,40,256,0,"Future viewing audiences have become totally desensitized to violence and entirely dependent on sensation to escape their boring workaday livesâan addiction nurtured by the media with graphic portrayals of war and crime and with so-called reality programming. Now, TV execs in pursuit of the only things they care aboutâhigher ratings and bigger paychecksâhave created the ul Future viewing audiences have become totally desensitized to violence and entirely dependent on sensation to escape their boring workaday livesâan addiction nurtured by the media with graphic portrayals of war and crime and with so-called reality programming. Now, TV execs in pursuit of the only things they care aboutâhigher ratings and bigger paychecksâhave created the ultimate reality show: Seven people, each bearing the scars of his or her past, are deposited on an island in the middle of Lake Superior. Given some bare necessities and the promise of $400,000 each if they can endure, the three women and four men risk death by starvation or freezing as the Great Lakes winter approaches. The island is wired for sound, and flying drones provide the video feed, so everything the contestants do and say is broadcast worldwide. Their seven-month ordeal is entirely unscripted, they canât ask for help or they forfeit the prize, and as far as the network is concernedâthe fewer survivors the better.",thriller
154,Before Life Happened,Isabel Curtis,3.73,91,19,017,0,"*The Outsiders meets Speak*

A distinctive young-adult coming-of-age debut novel about grief, loss and life choices set in a modern day troublesome neighbourhood.

After a devastating loss, sixteen-year-old Hayden Wilson finds herself stuck between a past she canât let go of and a future that struggles to make sense. Gangs, drugs and shootings are the background to this fast-p *The Outsiders meets Speak*

A distinctive young-adult coming-of-age debut novel about grief, loss and life choices set in a modern day troublesome neighbourhood.

After a devastating loss, sixteen-year-old Hayden Wilson finds herself stuck between a past she canât let go of and a future that struggles to make sense. Gangs, drugs and shootings are the background to this fast-paced page-turner where every wrong choice leads Hayden one step closer to self-destruction.

A series of events will force her on the run, wanted by the police, and Hayden will have to face the consequences of her mistakes. But will she get another chance?

From a talented new voice comes an intense gripping realistic novel that tackles the issues of teenage depression through a powerful narration which will take readers through an emotional journey about an adolescentâs transition into adulthood - blending visceral experiences with authentic and poignant diary entries.

âBefore Life Happenedâ is the first book in the âBeforeâ series.",young-adult
155,,,NA,NA,NA,NA,0,,NA
156,The Screaming,David Graham,3.55,56,31,Crime,0,"What causes an adolescent - straight A student Brandon P Marshall - to walk downstairs naked, armed with a pair of Glocks, and go all Charles Manson on his family? This is only one in the horrifying trail of incidents that brings together Detective Sergeant Dale Franklin of the Kansas City Police Department and his poster-boy rookie, Steve Abrams.
Meanwhile, across the pond What causes an adolescent - straight A student Brandon P Marshall - to walk downstairs naked, armed with a pair of Glocks, and go all Charles Manson on his family? This is only one in the horrifying trail of incidents that brings together Detective Sergeant Dale Franklin of the Kansas City Police Department and his poster-boy rookie, Steve Abrams.
Meanwhile, across the pond, Dai Williams, in Battersea London, safe inside his improvised Faraday cage, is coming to terms with his special talents - talents that will take 'getting-into-the-mind-of-the-killer' to a whole new level.
Al-Qaeda? Drugs Cartels? Internet freaks? David Graham's The Screaming leaves no possibility untouched as Dai enters a bizarre and horrifying world where kids scream.",thriller
157,End of Days,Susan Ee,4.04,"68,299","7,251",177,1,"End of Days is the explosive conclusion to Susan Eeâs bestselling Penryn & the End of Days trilogy. After a daring escape from the angels, Penryn and Raffe are on the run. Theyâre both desperate to find a doctor who can reverse the twisted changes inflicted by the angels on Raffe and Penrynâs sister. As they set off in search of answers, a startling revelation about Raffeâ End of Days is the explosive conclusion to Susan Eeâs bestselling Penryn & the End of Days trilogy. After a daring escape from the angels, Penryn and Raffe are on the run. Theyâre both desperate to find a doctor who can reverse the twisted changes inflicted by the angels on Raffe and Penrynâs sister. As they set off in search of answers, a startling revelation about Raffeâs past unleashes dark forces that threaten them all.

When the angels release an apocalyptic nightmare onto humans, both sides are set on a path toward war. As unlikely alliances form and strategies shift, who will emerge victorious? Forced to pick sides in the fight for control of the earthly realm, Raffe and Penryn must choose: Their own kind, or each other?",fantasy
158,Chained,Jaimie Roberts,3.75,889,139,043,0,"After the devastating loss of her parents and subsequent depression, Olivia Brown decided a move from her parentâs family home in Cambridge to a house in London would give her the fresh start she so sorely needed.

Living off her inheritance, Olivia didnât need to work, but she knew she needed something to make her feel like life was worth living. Painting was her one true After the devastating loss of her parents and subsequent depression, Olivia Brown decided a move from her parentâs family home in Cambridge to a house in London would give her the fresh start she so sorely needed.

Living off her inheritance, Olivia didnât need to work, but she knew she needed something to make her feel like life was worth living. Painting was her one true love, but that wasnât enough. So she started a part-time job in a bar, and the rest of the time she spent at a local soup kitchen, feeding the homeless. In the mornings, she bought hot beverages for her homeless friends, but there was one who never asked. This man, having the most facial hair sheâd ever seen, the most captivating eyes sheâd ever stared at, remained aloof. He never said a word to anyone, and never once looked her way. However, all this did was make Olivia want to find out more about this mysterious man hiding behind a face full of hair.

One perilous evening, her wish came true.

On the way back from working at the bar, Olivia was attacked. She screamed for help, relieved when her cries are answered...but surprised when she saw who her rescuer was. It was the eyes. It was the hair. It was none other than the mysterious homeless man.

That night, Olivia learned two things. One, his name was Kit, and two, Kit had skillsâ¦ skills which didnât fit a man living on the streets.

Day after day, Olivia slowly pushed the boundaries, coaxing out the man hiding behind the hair. Kit Chain wasnât only trained like men she watched in movies, he was also the most beautiful. Bit by bit, Olivia managed to break down his walls, revealing secrets that would change her life. Secrets that would put both of them in terrible danger.

However, there was one thing about secrets...

Everyone had them.

WARNING: This is NOT a traditional love story. It contains disturbing subject matter, including themes of questionable consent for both male and female, as well as graphic sexual content. This is a work of fiction intended for a mature, 18+ audience only. The author neither endorses nor condones this type of behaviour.",dark
159,THE BELIEF IN Angels,J. Dylan Yates,4.10,145,65,226,5,"Growing up in her parents' crazy hippie household on a tiny island off the coast of Boston, Jules's imaginative sense of humor is the weapon she wields as a defense against the chaos of her family's household. Somewhere between routine discipline with horsewhips, gun-waving gambling debt collectors, and LSD-laced breakfast cereal adventures, tragedy strikes a blow from whi Growing up in her parents' crazy hippie household on a tiny island off the coast of Boston, Jules's imaginative sense of humor is the weapon she wields as a defense against the chaos of her family's household. Somewhere between routine discipline with horsewhips, gun-waving gambling debt collectors, and LSD-laced breakfast cereal adventures, tragedy strikes a blow from which Jules may never recover.

Jules's story alternates with that of her grandfather, Szaja, an Orthodox Jew who survives the murderous Ukranian pogroms of the 1920s, the Majdanek death camp, and the torpedoing of the Mefkura, a ship carrying refugees to Palestine. Unable to deal with the horrors he endures at the camp, Szaja develops a dissociative disorder and takes on the persona of a dead soldier from a burial ditch, using that man's thoughts to devise a plan to escape to America.

While Szaja's and Jules's sorrows are different on the surface, adversity requires them both to find the will to live despite the suffering in their lives--and both encounter, in their darkest moments, what could be explained as serendipity or divine intervention. For Jules and Szaja, these experiences offer the hope they need to come to the rescue of their own fractured lives.",new-adult
160,Justifiable Homicide: A Political Thriller,Robert W. McGee,3.85,59,5,632,0,"When does the killing of political leaders become morally justifiable? Killing the Hitlers, Stalins and Pol Pots of the world is easy to justify. Murderous tyrants need to be killed. There is a moral duty to present and future generations to kill them. But what if our leaders are merely idiots, or perhaps corrupt, petty tyrants who are not in the same league as Hitler, Sta When does the killing of political leaders become morally justifiable? Killing the Hitlers, Stalins and Pol Pots of the world is easy to justify. Murderous tyrants need to be killed. There is a moral duty to present and future generations to kill them. But what if our leaders are merely idiots, or perhaps corrupt, petty tyrants who are not in the same league as Hitler, Stalin or Pol Pot? How much damage can we allow them to do, how many of our rights can we allow them to take away, before killing them becomes justifiable homicide?

In Justifiable Homicide, a small group of patriots believes that some of our leaders have already crossed the line and decide to do something about it. They identify potential targets for assassination and start going through the list. When Robert Paige, a Miami-based accounting professor with some firearms and martial arts training, learns that one of his friends is on the list, he decides that he must do whatever is necessary to stop them. The problem is that he does not know who all the cell members are or how to stop them.",thriller
161,The Murder Complex,Lindsay Cummings,3.64,"8,217","1,576",594,0,"An action-packed, blood-soaked, futuristic debut thriller set in a world where the murder rate is higher than the birthrate. For fans of Moira Youngâs Dust Lands series, La Femme Nikita, and the movie Hanna.

Meadow Woodson, a fifteen-year-old girl who has been trained by her father to fight, to kill, and to survive in any situation, lives with her family on a houseboat in F An action-packed, blood-soaked, futuristic debut thriller set in a world where the murder rate is higher than the birthrate. For fans of Moira Youngâs Dust Lands series, La Femme Nikita, and the movie Hanna.

Meadow Woodson, a fifteen-year-old girl who has been trained by her father to fight, to kill, and to survive in any situation, lives with her family on a houseboat in Florida. The state is controlled by The Murder Complex, an organization that tracks the population with precision.

The plot starts to thicken when Meadow meets Zephyr James, who isâalthough he doesnât know itâone of the MCâs programmed assassins. Is their meeting a coincidence? Destiny? Or part of a terrifying strategy? And will Zephyr keep Meadow from discovering the haunting truth about her family?

Action-packed, blood-soaked, and chilling, this is a dark and compelling debut novel by Lindsay Cummings.",young-adult
