,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
105,Brief Interviews with Hideous Men,David Foster Wallace,3.86,"26,175","2,071",735,0,"In his startling and singular new short story collection, David Foster Wallace nudges at the boundaries of fiction with inimitable wit and seductive intelligence. Venturing inside minds and landscapes that are at once recognisable and utterly strange, these stories reaffirm Wallace's reputation as one of his generation's pre-eminent talents, expanding our ides and pleasure In his startling and singular new short story collection, David Foster Wallace nudges at the boundaries of fiction with inimitable wit and seductive intelligence. Venturing inside minds and landscapes that are at once recognisable and utterly strange, these stories reaffirm Wallace's reputation as one of his generation's pre-eminent talents, expanding our ides and pleasures fiction can afford.

Among the stories are 'The Depressed Person', a dazzling and blackly humorous portrayal of a woman's mental state; 'Adult World', which reveals a woman's agonised consideration of her confusing sexual relationship with her husband; and 'Brief Interviews with Hideous Men', a dark, hilarious series of portraits of men whose fear of women renders them grotesque. Wallace's stories present a world where the bizarre and the banal are interwoven and where hideous men appear in many different guises. Thought-provoking and playful, this collection confirms David Foster Wallace as one of the most imaginative young writers around. Wallace delights in leftfield observation, mining the ironic, the surprising and the illuminating from every situation. This collection will delight his growing number of fans, and provide a perfect introduction for new readers.",short-stories
106,The Robber Bride,Margaret Atwood,3.81,"45,968","2,324",038,4,"Margaret Atwood's The Robber Bride is inspired by ""The Robber Bridegroom,"" a wonderfully grisly tale from the Brothers Grimm in which an evil groom lures three maidens into his lair and devours them, one by one. But in her version, Atwood brilliantly recasts the monster as Zenia, a villainess of demonic proportions, and sets her loose in the lives of three friends, Tony, C Margaret Atwood's The Robber Bride is inspired by ""The Robber Bridegroom,"" a wonderfully grisly tale from the Brothers Grimm in which an evil groom lures three maidens into his lair and devours them, one by one. But in her version, Atwood brilliantly recasts the monster as Zenia, a villainess of demonic proportions, and sets her loose in the lives of three friends, Tony, Charis, and Roz. All three ""have lost men, spirit, money, and time to their old college acquaintance, Zenia. At various times, and in various emotional disguises, Zenia has insinuated her way into their lives and practically demolished them. To Tony, who almost lost her husband and jeopardized her academic career, Zenia is 'a lurking enemy commando.' To Roz, who did lose her husband and almost her magazine, Zenia is 'a cold and treacherous bitch.' To Charis, who lost a boyfriend, quarts of vegetable juice and some pet chickens, Zenia is a kind of zombie, maybe 'soulless'"" (Lorrie Moore, New York Times Book Review). In love and war, illusion and deceit, Zenia's subterranean malevolence takes us deep into her enemies' pasts.",fiction
107,The Hour I First Believed,Wally Lamb,3.80,"62,376","6,608",699,1,"Wally Lamb's two previous novels, She's Come Undone and I Know This Much Is True, struck a chord with readers. They responded to the intensely introspective nature of the books, and to their lively narrative styles and biting humor.
In The Hour I First Believed, Lamb travels well beyond his earlier work and embodies in his fiction myth, psychology, family history stretchin Wally Lamb's two previous novels, She's Come Undone and I Know This Much Is True, struck a chord with readers. They responded to the intensely introspective nature of the books, and to their lively narrative styles and biting humor.
In The Hour I First Believed, Lamb travels well beyond his earlier work and embodies in his fiction myth, psychology, family history stretching back many generations, and the questions of faith that lie at the heart of everyday life. The result is an extraordinary tour de force, at once a meditation on the human condition and an unflinching yet compassionate evocation of character.
When forty-seven-year-old high school teacher Caelum Quirk and his younger wife, Maureen, a school nurse, move to Littleton, Colorado, they both get jobs at Columbine High School. In April 1999, Caelum returns home to Three Rivers, Connecticut, to be with his aunt who has just had a stroke. But Maureen finds herself in the school library at Columbine, cowering in a cabinet and expecting to be killed, as two vengeful students go on a carefully premeditated, murderous rampage. Miraculously she survives, but at a cost: she is unable to recover from the trauma. Caelum and Maureen flee Colorado and return to an illusion of safety at the Quirk family farm in Three Rivers. But the effects of chaos are not so easily put right, and further tragedy ensues.
While Maureen fights to regain her sanity, Caelum discovers a cache of old diaries, letters, and newspaper clippings in an upstairs bedroom of his family's house. The colorful and intriguing story they recount spans five generations of Quirk family ancestors, from the Civil War era to Caelum's own troubled childhood. Piece by piece, Caelum reconstructs the lives of the women and men whose legacy he bears. Unimaginable secrets emerge; long-buried fear, anger, guilt, and grief rise to the surface.
As Caelum grapples with unexpected and confounding revelations from the past, he also struggles to fashion a future out of the ashes of tragedy. His personal quest for meaning and faith becomes a mythic journey that is at the same time quintessentially contemporary -- and American.
The Hour I First Believed is a profound and heart-rending work of fiction. Wally Lamb proves himself a virtuoso storyteller, assembling a variety of voices and an ensemble of characters rich enough to evoke all of humanity.",fiction
108,The Cherry Orchard,Anton Chekhov Tom Murphy,3.67,"34,750","1,275",153,0,"Published to tie in with the world premiere at the Abbey Theatre, Dublin.

In Chekhov's tragi-comedy - perhaps his most popular play - the Gayev family is torn by powerful forces, forces rooted deep in history, and in the society around them. Their estate is hopelessly in debt: urged to cut down their beautiful cherry orchard and sell the land for holiday cottages, they stru Published to tie in with the world premiere at the Abbey Theatre, Dublin.

In Chekhov's tragi-comedy - perhaps his most popular play - the Gayev family is torn by powerful forces, forces rooted deep in history, and in the society around them. Their estate is hopelessly in debt: urged to cut down their beautiful cherry orchard and sell the land for holiday cottages, they struggle to act decisively. Tom Murphy's fine vernacular version allows us to re-imagine the events of the play in the last days of Anglo-Irish colonialism. It gives this great play vivid new life within our own history and social consciousness.",plays
109,Lover Enshrined,J.R. Ward,4.11,"112,832","4,481",159,2,"In this ""frighteningly addictive"" paranormal romance saga there's a war raging between vampires and their slayers. Here are the stories of a secret band of brothers like no otherâsix vampire warriors, defenders of their race. And now a dutiful twin must choose between two lives...

Fiercely loyal to the Black Dagger Brotherhood, Phury has sacrificed himself for the good In this ""frighteningly addictive"" paranormal romance saga there's a war raging between vampires and their slayers. Here are the stories of a secret band of brothers like no otherâsix vampire warriors, defenders of their race. And now a dutiful twin must choose between two lives...

Fiercely loyal to the Black Dagger Brotherhood, Phury has sacrificed himself for the good of the race, becoming the male responsible for keeping the Brotherhood's bloodlines alive. As Primale of the Chosen, he is obligated to father the sons and daughters who will ensure that the traditions of the race survive, and that there are warriors to fight those who want all vampires extinguished.

As his first mate, the Chosen Cormia wants to win not only his body, but his heart for herself. She is drawn to the noble responsibility behind the emotionally scarred male. But Phury has never allowed himself to know pleasure or joy. As the war with the Lessening Society grows grim, tragedy looms over the Brotherhood's mansion, and Phury must decide between duty and love....",romance
110,Tara Road,Maeve Binchy,3.91,"75,306","2,191",201,0,"With each new book, Maeve Binchy continues a remarkable progression of sales and audience growth, reaching fans of all ages and backgrounds with her matchless wit, warmth, and sheer storytelling magic. ""Tara Road,"" her first full-length novel since ""The Glass Lake,"" again shows her incomparable understanding of the human heart in the tale of two women, one from Ireland, on With each new book, Maeve Binchy continues a remarkable progression of sales and audience growth, reaching fans of all ages and backgrounds with her matchless wit, warmth, and sheer storytelling magic. ""Tara Road,"" her first full-length novel since ""The Glass Lake,"" again shows her incomparable understanding of the human heart in the tale of two women, one from Ireland, one from America, who switch lives, and in doing so learn much about each other, as well as much about themselves. Ria lived on Tara Road in Dublin with her dashing husband, Danny, and their two children. She fully believed she was happily married, right up until the day Danny told her he was leaving her to be with his young, pregnant girlfriend. By a chance phone call, Ria meets Marilyn, a woman from New England unable to come to terms with her only son's death and now separated from her husband. The two women exchange houses for the summer with extraordinary consequences, each learning that the other has a deep secret that can never be revealed.

Drawn into lifestyles vastly differing from their own, at first each resents the news of how well the other is getting on. Ria seems to have become quite a hostess, entertaining half the neighborhood, which at first irritates the reserved and withdrawn Marilyn, a woman who has always guarded her privacy. Marilyn seems to have become bosom friends with Ria's children, as well as with Colm, a handsome restaurateur, whom Ria has begun to miss terribly. At the end of the summer, the women at last meet face-to-face. Having learned a great deal, about themselves and about each other, they find that they have become, firmly and forever, good friends.

A moving story rendered with the deft touch of a master artisan, ""Tara Road"" is Maeve Binchy at her very best â utterly beautiful, hauntingly unforgettable, entirely original, and wholly enjoyable.",fiction
111,The Little Stranger,Sarah Waters,3.58,"52,081","6,463",025,5,"One postwar summer in his home of rural Warwickshire, Dr. Faraday, the son of a maid who has built a life of quiet respectability as a country physician, is called to a patient at lonely Hundreds Hall. Home to the Ayres family for over two centuries, the Georgian house, once impressive and handsome, is now in decline, its masonry crumbling, its gardens choked with weeds, t One postwar summer in his home of rural Warwickshire, Dr. Faraday, the son of a maid who has built a life of quiet respectability as a country physician, is called to a patient at lonely Hundreds Hall. Home to the Ayres family for over two centuries, the Georgian house, once impressive and handsome, is now in decline, its masonry crumbling, its gardens choked with weeds, the clock in its stable yard permanently fixed at twenty to nine. Its ownersâmother, son, and daughterâare struggling to keep pace with a changing society, as well as with conflicts of their own. But are the Ayreses haunted by something more sinister than a dying way of life? Little does Dr. Faraday know how closely, and how terrifyingly, their story is about to become intimately entwined with his.",historical
112,The Lost Years of Merlin,T.A. Barron,3.97,"18,760",850,464,0,"When Merlin, suffering from a case of severe amnesia, discovers his strange powers, he becomes determined to discover his identity and flees to Fincayra where he fulfills his destiny, saving Fincayra from certain destruction and claiming his birthright and true name.",fantasy
113,The Society of S,Susan Hubbard,3.41,"3,694",531,Alternative,0,"""If you ever want to hide from the world, live in a small city, where everyone seems anonymous.""

That's the advice of twelve-year-old Ariella Montero, who lives with her father in Saratoga Springs, New York, in a house haunted more by secrets than by memories. The Society of S traces her journey south, to Asheville and Savannah, and on to Florida, as she learns that everyth ""If you ever want to hide from the world, live in a small city, where everyone seems anonymous.""

That's the advice of twelve-year-old Ariella Montero, who lives with her father in Saratoga Springs, New York, in a house haunted more by secrets than by memories. The Society of S traces her journey south, to Asheville and Savannah, and on to Florida, as she learns that everything she knows about her family is a lie.

When she finds her mother, she learns the truth: Ariella is a fledgling member of the Society of S.

S stands for Sanguinists: a sect of environmentalists concerned with ethics and human rights -- although they happen to be vampires. S also stands for synesthete: a person able to see words and letters in colors. The letter S is lucky for Sara, Ariella's mother, who gravitates to cities such as Savannah and Sarasota. But will it be lucky for Ariella?

Susan Hubbard's novel is an intricate literary mystery that raises provocative questions about the way we live now. Ariella's voice will lure you into a world where you'll meet the others among us: vampires who cope with their special nature and need for blood in a variety of ways, ranging from the savage to the mundane to the scientific.",paranormal
114,The Merchant of Death,D.J. MacHale,3.96,"48,148","2,021",912,0,"Librarian Note: Alternate cover for this ISBN can be found here


DENDURON

BOBBY PENDRAGON is a seemingly normal fourteen-year-old boy. He has a family, a home, and even Marley, his beloved dog. But there is something very special about Bobby.

He is going to save the world.

And not just Earth as we know it. Bobby is slowly starting to realize that life in the cosmos isn't quite Librarian Note: Alternate cover for this ISBN can be found here


DENDURON

BOBBY PENDRAGON is a seemingly normal fourteen-year-old boy. He has a family, a home, and even Marley, his beloved dog. But there is something very special about Bobby.

He is going to save the world.

And not just Earth as we know it. Bobby is slowly starting to realize that life in the cosmos isn't quite what he thought it was. And before he can object, he is swept off to an alternate dimension known as Denduron, a territory inhabited by strange beings, ruled by a magical tyrant, and plagued by dangerous revolution.

If Bobby wants to see his family again, he's going to have to accept his role as savior, and accept it wholeheartedly. Because, as he is about to discover, Denduron is only the beginning....


Cover illustration by Victor Lee",fantasy
115,Birthmarked,Caragh M. O'Brien,3.87,"50,595","3,640",585,5,"In the future, in a world baked dry by the harsh sun, there are those who live inside the walled Enclave and those, like sixteen-year-old Gaia Stone, who live outside. Following in her mother's footsteps Gaia has become a midwife, delivering babies in the world outside the wall and handing a quota over to be ""advanced"" into the privileged society of the Enclave. Gaia has a In the future, in a world baked dry by the harsh sun, there are those who live inside the walled Enclave and those, like sixteen-year-old Gaia Stone, who live outside. Following in her mother's footsteps Gaia has become a midwife, delivering babies in the world outside the wall and handing a quota over to be ""advanced"" into the privileged society of the Enclave. Gaia has always believed this is her duty, until the night her mother and father are arrested by the very people they so loyally serve. Now Gaia is forced to question everything she has been taught, but her choice is simple: enter the world of the Enclave to rescue her parents, or die trying.",young-adult
116,,,NA,NA,NA,NA,0,,NA
117,Sliver,Ira Levin,3.20,"3,228",260,NA,0,"A beautiful, thirtyish book editor moves into a newly built ""sliver"" highrise apartment house on the upper East Side of Manhattan. Only after she has moved in does she discover that the tabloids have nicknamed her building ""The Horror Highrise"". Four inexplicable deaths have occurred since the building went up, and a fifth one is about to happen. . . . New from the author A beautiful, thirtyish book editor moves into a newly built ""sliver"" highrise apartment house on the upper East Side of Manhattan. Only after she has moved in does she discover that the tabloids have nicknamed her building ""The Horror Highrise"". Four inexplicable deaths have occurred since the building went up, and a fifth one is about to happen. . . . New from the author of Rosemary's Baby and The Stepford Wives.",fiction
118,Number the Stars,Lois Lowry,4.15,"498,058","14,474",840,8,"Ten-year-old Annemarie Johansen and her best friend Ellen Rosen often think of life before the war. It's now 1943 and their life in Copenhagen is filled with school, food shortages, and the Nazi soldiers marching through town. When the Jews of Denmark are ""relocated,"" Ellen moves in with the Johansens and pretends to be one of the family. Soon Annemarie is asked to go on a Ten-year-old Annemarie Johansen and her best friend Ellen Rosen often think of life before the war. It's now 1943 and their life in Copenhagen is filled with school, food shortages, and the Nazi soldiers marching through town. When the Jews of Denmark are ""relocated,"" Ellen moves in with the Johansens and pretends to be one of the family. Soon Annemarie is asked to go on a dangerous mission to save Ellen's life.",historical
119,Patient Zero,Jonathan Maberry,3.99,"30,076","2,189",585,1,"When you have to kill the same terrorist twice in one week there's either something wrong with your world or something wrong with your skills... and there's nothing wrong with Joe Ledger's skills. And that's both a good, and a bad thing. It's good because he's a Baltimore detective that has just been secretly recruited by the government to lead a new taskforce created to d When you have to kill the same terrorist twice in one week there's either something wrong with your world or something wrong with your skills... and there's nothing wrong with Joe Ledger's skills. And that's both a good, and a bad thing. It's good because he's a Baltimore detective that has just been secretly recruited by the government to lead a new taskforce created to deal with the problems that Homeland Security can't handle. This rapid response group is called the Department of Military Sciences or the DMS for short. It's bad because his first mission is to help stop a group of terrorists from releasing a dreadful bio-weapon that can turn ordinary people into zombies. The fate of the world hangs in the balance...",horror
120,The Sense of an Ending,Julian Barnes,3.73,"165,447","16,932",150,8,"By an acclaimed writer at the height of his powers, The Sense of an Ending extends a streak of extraordinary books that began with the best-selling Arthur & George and continued with Nothing to Be Frightened Of and, most recently, Pulse.

This intense novel follows a middle-aged man as he contends with a past he has never much thought about - until his closest childhood fr By an acclaimed writer at the height of his powers, The Sense of an Ending extends a streak of extraordinary books that began with the best-selling Arthur & George and continued with Nothing to Be Frightened Of and, most recently, Pulse.

This intense novel follows a middle-aged man as he contends with a past he has never much thought about - until his closest childhood friends return with a vengeance, one of them from the grave, another maddeningly present. Tony Webster thought he'd left all this behind as he built a life for himself, and by now his marriage and family and career have fallen into an amicable divorce and retirement. But he is then presented with a mysterious legacy that obliges him to reconsider a variety of things he thought he'd understood all along, and to revise his estimation of his own nature and place in the world.

A novel so compelling that it begs to be read in a single sitting, with stunning psychological and emotional depth and sophistication, The Sense of an Ending is a brilliant new chapter in Julian Barnes's oeuvre.",fiction
121,Amity,Micol Ostow,3.31,"1,367",302,verze,0,"Here is a house of ruin and rage, of death and deliverance.
Here is where I live, not living.
Here is always mine.

When Connor's family moves to Amity, a secluded house on the peaceful banks of New England's Concord River, his nights are plagued with gore-filled dreams of demons. destruction, and revenge. Dreams he kind of likes. Dreams he could make real, with Amity's help.

T Here is a house of ruin and rage, of death and deliverance.
Here is where I live, not living.
Here is always mine.

When Connor's family moves to Amity, a secluded house on the peaceful banks of New England's Concord River, his nights are plagued with gore-filled dreams of demons. destruction, and revenge. Dreams he kind of likes. Dreams he could make real, with Amity's help.

Ten years later, Gwen's family moves to Amity for a fresh start. Instead, she's haunted by lurid visions, disturbing voices, and questions about her own sanity. But with her history, who would ever believe her? And what could be done if they did?

Because Amity isn't just a house. She is a living force, bent on manipulating her inhabitants to her twisted will. She will use Connor and Gwen to bring about a violent end as she's done before. As she'll do again. And again. And again.

Inspired by a true-crime story, Amity spans generations to weave an overlapping, interconnected tale of terror, insanity. danger, and death.",horror
122,Batman: The Killing Joke,Alan Moore Brian Bolland Tim Sale,4.37,"185,614","5,589",026,2,"For the first time the Joker's origin is revealed in this tale of insanity and human perseverance. Looking to prove that any man can be pushed past his breaking point and go mad, the Joker attempts to drive Commissioner Gordon insane.

After shooting and permanently paralyzing his daughter Barbara (a.k.a. Batgirl), the Joker kidnaps the commissioner and attacks his mind in For the first time the Joker's origin is revealed in this tale of insanity and human perseverance. Looking to prove that any man can be pushed past his breaking point and go mad, the Joker attempts to drive Commissioner Gordon insane.

After shooting and permanently paralyzing his daughter Barbara (a.k.a. Batgirl), the Joker kidnaps the commissioner and attacks his mind in hopes of breaking the man.

But refusing to give up, Gordon maintains his sanity with the help of Batman in an effort to beset the madman.",sequential-art
123,The Winner's Curse,Marie Rutkoski,3.94,"108,855","12,780",594,1,"Winning what you want may cost you everything you love...Â

As a generalâs daughter in a vast empire that revels in war and enslaves those it conquers, seventeen-year-old Kestrel has two choices: she can join the military or get married. But Kestrel has other intentions.

One day, she is startled to find a kindred spirit in a young slave up for auction. Arinâs eyes seem to de Winning what you want may cost you everything you love...Â

As a generalâs daughter in a vast empire that revels in war and enslaves those it conquers, seventeen-year-old Kestrel has two choices: she can join the military or get married. But Kestrel has other intentions.

One day, she is startled to find a kindred spirit in a young slave up for auction. Arinâs eyes seem to defy everything and everyone. Following her instinct, Kestrel buys himâwith unexpected consequences. Itâs not long before she has to hide her growing love for Arin.

But he, too, has a secret, and Kestrel quickly learns that the price she paid for a fellow human is much higher than she ever could have imagined.

Set in a richly imagined new world, The Winnerâs Curse by Marie Rutkoski is a story of deadly games where everything is at stake, and the gamble is whether you will keep your head or lose your heart.",fantasy
124,Call Me By Your Name,AndrÃ© Aciman,4.16,"309,143","28,486",144,0,"Call Me by Your Name is the story of a sudden and powerful romance that blossoms between an adolescent boy and a summer guest at his parents' cliff-side mansion on the Italian Riviera. Unprepared for the consequences of their attraction, at first each feigns indifference. But during the restless summer weeks that follow, unrelenting buried currents of obsession and fear, f Call Me by Your Name is the story of a sudden and powerful romance that blossoms between an adolescent boy and a summer guest at his parents' cliff-side mansion on the Italian Riviera. Unprepared for the consequences of their attraction, at first each feigns indifference. But during the restless summer weeks that follow, unrelenting buried currents of obsession and fear, fascination and desire, intensify their passion as they test the charged ground between them. What grows from the depths of their spirits is a romance of scarcely six weeks' duration and an experience that marks them for a lifetime. For what the two discover on the Riviera and during a sultry evening in Rome is the one thing both already fear they may never truly find again: total intimacy.

The psychological maneuvers that accompany attraction have seldom been more shrewdly captured than in AndrÃ© Aciman's frank, unsentimental, heartrending elegy to human passion. Call Me by Your Name is clear-eyed, bare-knuckled, and ultimately unforgettable.",fiction
125,,,NA,NA,NA,NA,0,,NA
126,Heir of Fire,Sarah J. Maas,4.44,"387,237","29,955",594,1,"Celaena has survived deadly contests and shattering heartbreak-but at an unspeakable cost. Now, she must travel to a new land to confront her darkest truth . . . a truth about her heritage that could change her life-and her future-forever. Meanwhile, brutal and monstrous forces are gathering on the horizon, intent on enslaving her world. Will Celaena find the strength to n Celaena has survived deadly contests and shattering heartbreak-but at an unspeakable cost. Now, she must travel to a new land to confront her darkest truth . . . a truth about her heritage that could change her life-and her future-forever. Meanwhile, brutal and monstrous forces are gathering on the horizon, intent on enslaving her world. Will Celaena find the strength to not only fight her inner demons, but to take on the evil that is about to be unleashed?",fantasy
127,Heretics of Dune,Frank Herbert,3.88,"62,791","1,361",Fantasy,2,"With more than ten million copies sold, Frank Herbert's magnificent Dune books stand among the major achievements of the human imagination. In this, the fifth and most spectacular Dune book of all, the planet Arrakis--now called Rakis--is becoming desert again. The Lost Ones are returning home from the far reaches of space. The great sandworms are dying. And the children o With more than ten million copies sold, Frank Herbert's magnificent Dune books stand among the major achievements of the human imagination. In this, the fifth and most spectacular Dune book of all, the planet Arrakis--now called Rakis--is becoming desert again. The Lost Ones are returning home from the far reaches of space. The great sandworms are dying. And the children of Dune's children awaken from empire as from a dream, wielding the new power of a heresy called love...",science-fiction
128,The Hostage Bride,Jane Feather,3.61,"1,491",66,NA,0,"Dear Reader,

Here is the first of my new ""Brides"" trilogy, in which three unconventional young women vow they will never marry--only to be overtaken by destiny. Bride #1 is the outspoken Portia....

It's bad enough that seventeen-year-old Portia Worth is taken in by her uncle, the marquis of Granville, after her father dies. As the bastard niece, Portia knows she can expect l Dear Reader,

Here is the first of my new ""Brides"" trilogy, in which three unconventional young women vow they will never marry--only to be overtaken by destiny. Bride #1 is the outspoken Portia....

It's bad enough that seventeen-year-old Portia Worth is taken in by her uncle, the marquis of Granville, after her father dies. As the bastard niece, Portia knows she can expect little beyond a roof over her head and a place at the table.

But it truly adds insult to injury when the Granvilles' archenemy, the outlaw Rufus Decatur, hatches a scheme to abduct the marquis's daughter--only to kidnap Portia by accident.

Portia, who possesses more than a streak of independence as well as a talent for resistance, does not take kindly to being abducted--mistakenly or otherwise.

Decatur will soon find himself facing the challenge of his life, both on the battlefield and in the bedroom, as he contends with this misfit of a girl who has the audacity to believe herself the equal of any man....

Warmest wishes,

Jane Feather


P.S. Phoebe, the ""awkward"" one, will be next, in The Accidental Bride. Watch for it in early 1999.",romance
129,The Brainwave,Evon Schuller,like,2,0,NA,0,,NA
130,White Flower Day,Steven Weissman,3.17,41,10,NA,0,"White Flower Day is an all-ages humor graphic novel starring a precocious gang of supernatural kids: Pullapart Boy, Kid Medusa, Li'l Bloody (a vampire toddler), the Li'l Tin Stars, and more. Think Hal Roach's classic Our Gang comedies (before child labor laws made them impossible to replicate, unless you're a cartoonist) meets the Universal Monsters, with a tad of Manga-st White Flower Day is an all-ages humor graphic novel starring a precocious gang of supernatural kids: Pullapart Boy, Kid Medusa, Li'l Bloody (a vampire toddler), the Li'l Tin Stars, and more. Think Hal Roach's classic Our Gang comedies (before child labor laws made them impossible to replicate, unless you're a cartoonist) meets the Universal Monsters, with a tad of Manga-style energy thrown in. The book consists of three stories: ""White Flower Day,"" ""Hostiles,"" and ""I Saw You,"" all dealing with the theme of revenge (a new emotional desire to most of the tykes). ""I Saw You"" introduces Pullapart Boy's cousin, College Boy, who is younger, smarter and far more accomplished than P.B., attending university and hard at work on a secret science project. ""Hostiles"" tells of a bizarre, three-day nature hike with Li'l Bloody, the Li'l Tin Stars, ""Mean"" Chubby Cheeks' and Chubby's usually-absent father, involving grisly forest-action and baffling acts of sabotage! Weissman's charming and respectful approach to his child characters has been compared to Charles M. Schulz's Peanuts, though Weissman employs a distinctly darker sense of humor without excluding younger readers from his audience. White Flower Day is his best book to date, a mix of absurd imagination and very human emotion, certain to entertain and enlighten readers of all ages.
SC, 7x7, 112pg, b&w",sequential-art
131,Syzyfowe prace,Stefan Å»eromski,2.49,"3,688",106,NA,0,"Czy ktokolwiek z nas zastanawia siÄ dziÅ, co tak naprawdÄ oznaczaÅa rosyjska szkoÅa w KrÃ³lestwie Polskim lat osiemdziesiÄtych XIX wieku? Jak i do czego dojrzewaÅo siÄ pod wÅadzÄ nauczycieli, ktÃ³rzy w majestacie praw i regulaminÃ³w mogli stosowaÄ kary cielesne, rewidowaÄ bagaÅ¼e przyjezdnych uczniÃ³w, kontrolowaÄ ich prywatne lektury ze spisem dzieÅ zakazanych w rÄku, podsÅuch Czy ktokolwiek z nas zastanawia siÄ dziÅ, co tak naprawdÄ oznaczaÅa rosyjska szkoÅa w KrÃ³lestwie Polskim lat osiemdziesiÄtych XIX wieku? Jak i do czego dojrzewaÅo siÄ pod wÅadzÄ nauczycieli, ktÃ³rzy w majestacie praw i regulaminÃ³w mogli stosowaÄ kary cielesne, rewidowaÄ bagaÅ¼e przyjezdnych uczniÃ³w, kontrolowaÄ ich prywatne lektury ze spisem dzieÅ zakazanych w rÄku, podsÅuchiwaÄ kaÅ¼dÄ rozmowÄ, nie mÃ³wiÄc juÅ¼ o upokarzajÄcych karach za rozmowy po polsku? Do czego dorastali chÅopcy przymierajÄcy gÅodem na ohydnych stancjach, pozbawieni pomocy i wsparcia rodzicÃ³w pokolenia zmiaÅ¼dÅ¼onego klÄskÄ powstania styczniowego? Kto do podÅoÅci? Kto do niepodlegÅoÅci?",european-literature
132,Cheyenne in New York,Jack Weyland,3.47,944,67,NA,0,"She extended her hand. ""Cheyenne Durrant. I'm a summer intern from BYU. Who are you?"" She had an enthusiastic grin and a milkmaid's handshake.
""I'm B. D. Morelli.""
Long pause. ""Your name is Beady?"" she asked.
""B period, D period,"" I said.
She fought back a smile. ""Would you like me to call you B period or D period or Beady?""
This girl definitely had an attitude.
Ben M She extended her hand. ""Cheyenne Durrant. I'm a summer intern from BYU. Who are you?"" She had an enthusiastic grin and a milkmaid's handshake.
""I'm B. D. Morelli.""
Long pause. ""Your name is Beady?"" she asked.
""B period, D period,"" I said.
She fought back a smile. ""Would you like me to call you B period or D period or Beady?""
This girl definitely had an attitude.
Ben Morelli is a brash, up-and-coming New York City ad agency executive. He's just landed a huge account, and his future looks bright. The last thing he needs is to share the spotlight with some hick from Idaho.
Bright, outspokenly moral, and unfailingly honest, Cheyenne is everything Ben thinks he dislikes in a woman. She's also a Mormon, whatever that is. It doesn't help, either, that his most important client thinks Cheyenne is terrific. And so does Ben's family.
In Cheyenne in New York, Jack Weyland introduces us to an intriguing pair of strong-willed, seemingly mismatched characters whose family backgrounds, interests, and ambitions are worlds apart.
A contemporary love story played out in the aftermath of a horrific national disaster, this latest Jack Weyland novel reaffirms in an unforgettable way the power of love, faith, and family ties.",lds
133,,,NA,NA,NA,NA,0,,NA
134,Boy: Tales of Childhood,Roald Dahl Quentin Blake,4.02,"67,699","3,034",067,0,"In Boy, Roald Dahl recounts his days as a child growing up in England. From his years as a prankster at boarding school to his envious position as a chocolate tester for Cadbury's, Roald Dahl's boyhood was as full of excitement and the unexpected as are his world-famous, best-selling books. Packed with anecdotesâsome funny, some painful, all interestingâthis is a book that In Boy, Roald Dahl recounts his days as a child growing up in England. From his years as a prankster at boarding school to his envious position as a chocolate tester for Cadbury's, Roald Dahl's boyhood was as full of excitement and the unexpected as are his world-famous, best-selling books. Packed with anecdotesâsome funny, some painful, all interestingâthis is a book that's sure to please.",non-fiction
135,Firethorn,Sarah Micklem,3.61,"1,294",171,762,0,"Before she was Firethorn, she was Luck, named for her red hair, favored by the goddess of Chance. A lowborn orphan, Luck is destined to a life of servitude. But when her mistress dies, Luck flees to the forest. There she discovers the sacred firethorn tree, whose berries bring her fevered dreams, a new nameâand curious talents. Transformed, she emerges from her exile a you Before she was Firethorn, she was Luck, named for her red hair, favored by the goddess of Chance. A lowborn orphan, Luck is destined to a life of servitude. But when her mistress dies, Luck flees to the forest. There she discovers the sacred firethorn tree, whose berries bring her fevered dreams, a new nameâand curious talents. Transformed, she emerges from her exile a young woman with powers beyond her ken.
Firethorn has changed, but her world has notâ¦until one chance encounter alters her destiny forever. In the chaos of the UpsideDown Days, when the highborn and the low trade places, Firethorn couples with Sire Galan, a highborn warrior. Emboldened by desire and her own restlessness, she follows fate and Galan to camp with the kingâs army. But their unspoken love has no place in a brutal world ruled by caste and violence, and a dark future threatens from the shadows. Living among soldiers, concubines, and wastrels, and faced with a series of tormenting challenges, Firethorn will have to rely on the enigmatic gifts Fate grants her to surviveâbody and soul.",fantasy
