,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
187,The Lonely Polygamist,Brady Udall,3.51,"14,960","2,621",NA,2,"Beautifully written, keenly observed, and ultimately redemptive, The Lonely Polygamist is an unforgettable story of an American familyâwith its inevitable dysfunctionality, heartbreak, and comedyâpushed to its outer limits.

From a luminous storyteller, a highly anticipated new novel about the American family writ large.

Golden Richards, husband to four wives, father to twen Beautifully written, keenly observed, and ultimately redemptive, The Lonely Polygamist is an unforgettable story of an American familyâwith its inevitable dysfunctionality, heartbreak, and comedyâpushed to its outer limits.

From a luminous storyteller, a highly anticipated new novel about the American family writ large.

Golden Richards, husband to four wives, father to twenty-eight children, is having the mother of all midlife crises. His construction business is failing, his family has grown into an overpopulated mini-dukedom beset with insurrection and rivalry, and he is done in with grief: due to the accidental death of a daughter and the stillbirth of a son, he has come to doubt the capacity of his own heart. Brady Udall, one of our finest American fiction writers, tells a tragicomic story of a deeply faithful man who, crippled by grief and the demands of work and family, becomes entangled in an affair that threatens to destroy his family's future. Like John Irving and Richard Yates, Udall creates characters that engage us to the fullest as they grapple with the nature of need, love, and belonging.

Beautifully written, keenly observed, and ultimately redemptive, The Lonely Polygamist is an unforgettable story of an American familyâwith its inevitable dysfunctionality, heartbreak, and comedyâpushed to its outer limits.",fiction
188,Puhdistus,Sofi Oksanen,3.90,"14,910","1,233",197,8,"IkÃ¤Ã¤ntynyt Aliide Truu asuu yksin taloaan Viron maaseudulla. Maa on itsenÃ¤istynyt edellisenÃ¤ vuonna ja maareformi on alkanut. Vanhan naisen arjen katkaisee pihalle pyÃ¶rtynyt parikymppinen Zara. Tultuaan tajuihinsa Zara kertoo pakenevansa vÃ¤kivaltaista miestÃ¤Ã¤n. Kohtaaminen nostaa Aliiden mieleen repivÃ¤t muistot nuoruuden traagisesta rakkaudesta ja valinnoista, jotka sinetÃ¶ IkÃ¤Ã¤ntynyt Aliide Truu asuu yksin taloaan Viron maaseudulla. Maa on itsenÃ¤istynyt edellisenÃ¤ vuonna ja maareformi on alkanut. Vanhan naisen arjen katkaisee pihalle pyÃ¶rtynyt parikymppinen Zara. Tultuaan tajuihinsa Zara kertoo pakenevansa vÃ¤kivaltaista miestÃ¤Ã¤n. Kohtaaminen nostaa Aliiden mieleen repivÃ¤t muistot nuoruuden traagisesta rakkaudesta ja valinnoista, jotka sinetÃ¶ivÃ¤t hÃ¤nen lÃ¤himpiensÃ¤ kohtalon. Omiin epÃ¤toivoisiin ratkaisuihinsa pakotetun Zaran tilanne puolestaan osoittaa, ettÃ¤ vaikka aika on toinen, vaino ei ole loppunut, muuttanut vain muotoaan.
Puhdistuksen syvintÃ¤ ydintÃ¤ on petos, johon epÃ¤toivoiset tunteet ajavat. Romaani avaa myÃ¶s Viron vaiettua lÃ¤hihistoriaa yhden suvun kokemusten kautta.
Kirja antaa Ã¤Ã¤nen sodan, kommunismin ja sorron uhreille. 1940-luvulla koettujen nÃ¶yryytysten ohella teoksessa nousee esiin nykynaisiin epÃ¤vakaissa yhteiskunnallisissa olosuhteissa kohdistuva hyvÃ¤ksikÃ¤yttÃ¶.",fiction
189,Tinkers,Paul Harding,3.39,"31,303","4,978",192,4,"An old man lies dying. Propped up in his living room and surrounded by his children and grandchildren, George Washington Crosby drifts in and out of consciousness, back to the wonder and pain of his impoverished childhood in Maine. As the clock repairerâs time winds down, his memories intertwine with those of his father, an epileptic, itinerant peddler and his grandfather, An old man lies dying. Propped up in his living room and surrounded by his children and grandchildren, George Washington Crosby drifts in and out of consciousness, back to the wonder and pain of his impoverished childhood in Maine. As the clock repairerâs time winds down, his memories intertwine with those of his father, an epileptic, itinerant peddler and his grandfather, a Methodist preacher beset by madness.

At once heartbreaking and life affirming, Tinkers is an elegiac meditation on love, loss, illness, faith, and the fierce beauty of nature.",fiction
190,Everlasting,Alyson Noel,3.91,"45,469","1,768",157,0,"Their darkest enemies now defeated, Damen and Ever are free to embark upon their final questâto free Damen from the poison lingering in his body. If they can just find the antidote, theyâll finally be able to feel each otherâs touchâand experience the passionate night theyâve been longing for. But their fight to be together will lead them into the most formidable terrain y Their darkest enemies now defeated, Damen and Ever are free to embark upon their final questâto free Damen from the poison lingering in his body. If they can just find the antidote, theyâll finally be able to feel each otherâs touchâand experience the passionate night theyâve been longing for. But their fight to be together will lead them into the most formidable terrain yetâ¦into the dark heart of Summerland.

Here in a land of scorched earth and endless rain, Ever and Damen will discover their relationshipâs hidden origins, expose a secret history they never imaginedâ¦and come face to face with the true reason fate keeps tearing them apart. Only then, when the final mystery is unraveled and the last secret revealed, Ever and Damenâs future will hinge on one ultimate decision that will put everything at stakeâ¦.even eternity.",young-adult
191,Mornings in Jenin,Susan Abulhawa,4.41,"24,475","3,893",398,1,"A heart-wrenching, powerfully written novel that could do for Palestine what The Kite Runner did for Afghanistan.
Forcibly removed from the ancient village of Ein Hod by the newly formed state of Israel in 1948, the Abulhejas are moved into the Jenin refugee camp. There, exiled from his beloved olive groves, the family patriarch languishes of a broken heart, his eldest son A heart-wrenching, powerfully written novel that could do for Palestine what The Kite Runner did for Afghanistan.
Forcibly removed from the ancient village of Ein Hod by the newly formed state of Israel in 1948, the Abulhejas are moved into the Jenin refugee camp. There, exiled from his beloved olive groves, the family patriarch languishes of a broken heart, his eldest son fathers a family and falls victim to an Israeli bullet, and his grandchildren struggle against tragedy toward freedom, peace, and home. This is the Palestinian story, told as never before, through four generations of a single family.
The very precariousness of existence in the camps quickens life itself. Amal, the patriarch's bright granddaughter, feels this with certainty when she discovers the joys of young friendship and first love and especially when she loses her adored father, who read to her daily as a young girl in the quiet of the early dawn. Through Amal we get the stories of her twin brothers, one who is kidnapped by an Israeli soldier and raised Jewish; the other who sacrifices everything for the Palestinian cause. Amalâs own dramatic story threads between the major Palestinian-Israeli clashes of three decades; it is one of love and loss, of childhood, marriage, and parenthood, and finally of the need to share her history with her daughter, to preserve the greatest love she has.
The deep and moving humanity of Mornings in Jenin forces us to take a fresh look at one of the defining political conflicts of our lifetimes.",historical
192,La Belle Sauvage,Philip Pullman,4.13,"91,741","8,516",839,7,"Malcolm Polstead is the kind of boy who notices everything but is not much noticed himself. And so perhaps it was inevitable that he would become a spy...

Malcolm's father runs an inn called the Trout, on the banks of the river Thames, and all of Oxford passes through its doors. Malcolm and his dÃ¦mon, Asta, routinely overhear news and gossip, and the occasional scandal, but Malcolm Polstead is the kind of boy who notices everything but is not much noticed himself. And so perhaps it was inevitable that he would become a spy...

Malcolm's father runs an inn called the Trout, on the banks of the river Thames, and all of Oxford passes through its doors. Malcolm and his dÃ¦mon, Asta, routinely overhear news and gossip, and the occasional scandal, but during a winter of unceasing rain, Malcolm catches wind of something new: intrigue.

He finds a secret message inquiring about a dangerous substance called Dust--and the spy it was intended for finds him.

When she asks Malcolm to keep his eyes open, Malcolm sees suspicious characters everywhere; Lord Asriel, clearly on the run; enforcement agents from the Magisterium; an Egyptian named Coram with warnings just for Malcolm; and a beautiful woman with an evil monkey for a dÃ¦mon. All are asking about the same thing: a girl--just a baby--named Lyra.

Lyra is the kind of person who draws people in like magnets. And Malcolm will brave any danger, and make shocking sacrifices, to bring her safely through the storm.",fantasy
193,Empress Orchid,Anchee Min,3.88,"22,801","1,395",699,0,"To rescue her family from poverty and avoid marrying her slope-shouldered cousin, seventeen-year-old Orchid competes to be one of the Emperor's wives. When she is chosen as a lower-ranking concubine she enters the erotically charged and ritualised Forbidden City. But beneath its immaculate faÃ§ade lie whispers of murders and ghosts, and the thousands of concubines will stoo To rescue her family from poverty and avoid marrying her slope-shouldered cousin, seventeen-year-old Orchid competes to be one of the Emperor's wives. When she is chosen as a lower-ranking concubine she enters the erotically charged and ritualised Forbidden City. But beneath its immaculate faÃ§ade lie whispers of murders and ghosts, and the thousands of concubines will stoop to any lengths to bear the Emperor's son.

Orchid trains herself in the art of pleasuring a man, bribes her way into the royal bed, and seduces the monarch, drawing the attention of dangerous foes. Little does she know that China will collapse around her, and that she will be its last Empress.",historical
194,"Saga, Vol. 1",Brian K. Vaughan Fiona Staples,4.17,"288,289","14,304",026,5,"When two soldiers from opposite sides of a never-ending galactic war fall in love, they risk everything to bring a fragile new life into a dangerous old universe.

From bestselling writer Brian K. Vaughan, Saga is the sweeping tale of one young family fighting to find their place in the worlds. Fantasy and science fiction are wed like never before in this sexy, subversive d When two soldiers from opposite sides of a never-ending galactic war fall in love, they risk everything to bring a fragile new life into a dangerous old universe.

From bestselling writer Brian K. Vaughan, Saga is the sweeping tale of one young family fighting to find their place in the worlds. Fantasy and science fiction are wed like never before in this sexy, subversive drama for adults.

Collecting: Saga 1-6",sequential-art
195,,,NA,NA,NA,NA,0,,NA
196,John Dies at the End,David Wong Jason Pargin,3.88,"65,518","6,530",321,0,"STOP. You should not have touched this flyer with your bare hands. NO, don't put it down. It's too late. They're watching you. My name is David Wong. My best friend is John. Those names are fake. You might want to change yours. You may not want to know about the things you'll read on these pages, about the sauce, about Korrok, about the invasion, and the future. But it's t STOP. You should not have touched this flyer with your bare hands. NO, don't put it down. It's too late. They're watching you. My name is David Wong. My best friend is John. Those names are fake. You might want to change yours. You may not want to know about the things you'll read on these pages, about the sauce, about Korrok, about the invasion, and the future. But it's too late. You touched the book. You're in the game. You're under the eye. The only defense is knowledge. You need to read this book, to the end. Even the part with the bratwurst. Why? You just have to trust me.

The important thing is this: The drug is called Soy Sauce and it gives users a window into another dimension. John and I never had the chance to say no. You still do. I'm sorry to have involved you in this, I really am. But as you read about these terrible events and the very dark epoch the world is about to enter as a result, it is crucial you keep one thing in mind: None of this was my fault.",horror
197,Two Boys Kissing,David Levithan,4.09,"43,875","4,757",718,8,"New York TimesÂ bestselling author David Levithan tells the based-on-true-events story of Harry and Craig, two 17-year-olds who are about to take part in a 32-hour marathon of kissing to set a new Guinness World Recordâall of which is narrated by a Greek Chorus of the generation of gay men lost to AIDS.

While the two increasingly dehydrated and sleep-deprived boys are locki New York TimesÂ bestselling author David Levithan tells the based-on-true-events story of Harry and Craig, two 17-year-olds who are about to take part in a 32-hour marathon of kissing to set a new Guinness World Recordâall of which is narrated by a Greek Chorus of the generation of gay men lost to AIDS.

While the two increasingly dehydrated and sleep-deprived boys are locking lips, they become a focal point in the lives of other teen boys dealing with languishing long-term relationships, coming out, navigating gender identity, and falling deeper into the digital rabbit hole of gay hookup sitesâall while the kissing former couple tries to figure out their own feelings for each other.",young-adult
198,The Overstory,Richard Powers,4.11,"109,856","14,961",482,8,"The Overstory is a sweeping, impassioned work of activism and resistance that is also a stunning evocation of - and paean to - the natural world. From the roots to the crown and back to the seeds, Richard Powersâs twelfth novel unfolds in concentric rings of interlocking fables that range from antebellum New York to the late twentieth-century Timber Wars of the Pacific Nor The Overstory is a sweeping, impassioned work of activism and resistance that is also a stunning evocation of - and paean to - the natural world. From the roots to the crown and back to the seeds, Richard Powersâs twelfth novel unfolds in concentric rings of interlocking fables that range from antebellum New York to the late twentieth-century Timber Wars of the Pacific Northwest and beyond. There is a world alongside oursâvast, slow, interconnected, resourceful, magnificently inventive, and almost invisible to us. This is the story of a handful of people who learn how to see that world and who are drawn up into its unfolding catastrophe.

A New York Times Bestseller.",fiction
199,The Serpent's Shadow,Rick Riordan,4.27,"140,082","5,858",495,1,"He's b-a-a-ack! Despite their best efforts, Carter and Sadie Kane can't seem to keep Apophis, the chaos snake, down. Now Apophis is threatening to plunge the world into eternal darkness, and the Kanes are faced with the impossible task of having to destroy him once and for all. Unfortunately, the magicians of the House of Life are on the brink of civil war, the gods are di He's b-a-a-ack! Despite their best efforts, Carter and Sadie Kane can't seem to keep Apophis, the chaos snake, down. Now Apophis is threatening to plunge the world into eternal darkness, and the Kanes are faced with the impossible task of having to destroy him once and for all. Unfortunately, the magicians of the House of Life are on the brink of civil war, the gods are divided, and the young initiates of Brooklyn House stand almost alone against the forces of chaos. The Kanes' only hope is an ancient spell that might turn the serpent's own shadow into a weapon, but the magic has been lost for a millennia. To find the answer they need, the Kanes must rely on the murderous ghost of a powerful magician who might be able to lead them to the serpent's shadow . . . or might lead them to their deaths in the depths of the underworld. Nothing less than the mortal world is at stake when the Kane family fulfills its destiny in this thrilling conclusion to the Kane Chronicles.",fantasy
200,Summertime,J.M. Coetzee,3.78,"5,830",569,NA,7,"Summertime is an inventive and inspired work of fiction that allows J.M. Coetzee to imagine his own life with a critical and unsparing eye, revealing painful moral struggles and attempts to come to grips with what it means to care for another human being.

A young English biographer is researching a book about the late South African writer John Coetzee, focusing on Coetzee i Summertime is an inventive and inspired work of fiction that allows J.M. Coetzee to imagine his own life with a critical and unsparing eye, revealing painful moral struggles and attempts to come to grips with what it means to care for another human being.

A young English biographer is researching a book about the late South African writer John Coetzee, focusing on Coetzee in his thirties, at a time when he was living in a rundown cottage in the Cape Town suburbs with his widowed father - a time, the biographer is convinced, when Coetzee was finding himself as a writer. Never having met the man himself, the biographer interviews five people who knew Coetzee well, including a married woman with whom he had an affair, his cousin Margot, and a Brazilian dancer whose daughter took English lessons with him. These accounts add up to an image of an awkward, reserved, and bookish young man who finds it hard to make meaningful connections with the people around him.

Summertime is an inventive and inspired work of fiction that allows J.M. Coetzee to imagine his own life with a critical and unsparing eye, revealing painful moral struggles and attempts to come to grips with what it means to care for another human being. Incisive, elegant, and often surprisingly funny, Summertime is a compelling work by one of today's most esteemed writers.",fiction
201,,,NA,NA,NA,NA,0,,NA
202,Pachinko,Min Jin Lee,4.28,"285,259","27,764",626,6,"In the early 1900s, teenaged Sunja, the adored daughter of a crippled fisherman, falls for a wealthy stranger at the seashore near her home in Korea. He promises her the world, but when she discovers she is pregnant â and that her lover is married â she refuses to be bought. Instead, she accepts an offer of marriage from a gentle, sickly minister passing through on his way In the early 1900s, teenaged Sunja, the adored daughter of a crippled fisherman, falls for a wealthy stranger at the seashore near her home in Korea. He promises her the world, but when she discovers she is pregnant â and that her lover is married â she refuses to be bought. Instead, she accepts an offer of marriage from a gentle, sickly minister passing through on his way to Japan. But her decision to abandon her home, and to reject her son's powerful father, sets off a dramatic saga that will echo down through the generations.

Richly told and profoundly moving, Pachinko is a story of love, sacrifice, ambition, and loyalty. From bustling street markets to the halls of Japan's finest universities to the pachinko parlors of the criminal underworld, Lee's complex and passionate characters â strong, stubborn women, devoted sisters and sons, fathers shaken by moral crisis â survive and thrive against the indifferent arc of history.",historical
203,Down River,John Hart,3.95,"13,656","1,425",190,2,"Everything that shaped him happened near that river...
Now its banks are filled with lies and greed, shame, and murder...

John Hart's debut, The King of Lies, was compelling and lyrical, with Janet Maslin of The New York Times declaring, ""There hasn't been a thriller as showily literate since Scott Turow came along."" Now, in Down River, Hart makes a scorching return to Ro Everything that shaped him happened near that river...
Now its banks are filled with lies and greed, shame, and murder...

John Hart's debut, The King of Lies, was compelling and lyrical, with Janet Maslin of The New York Times declaring, ""There hasn't been a thriller as showily literate since Scott Turow came along."" Now, in Down River, Hart makes a scorching return to Rowan County, where he drives his characters to the edge, explores the dark side of human nature, and questions the fundamental power of forgiveness.

Adam Chase has a violent streak, and not without reason. As a boy, he saw things that no child should see, suffered wounds that cut to the core and scarred thin. The trauma left him passionate and misunderstood---a fighter. After being narrowly acquitted of a murder charge, Adam is hounded out of the only home he's ever known, exiled for a sin he did not commit. For five long years he disappears, fades into the faceless gray of New York City. Now he's back and nobody knows why, not his family or the cops, not the enemies he left behind.

But Adam has his reasons.

Within hours of his return, he is beaten and accosted, confronted by his family and the women he still holds dear. No one knows what to make of Adam's return, but when bodies start turning up, the small town rises against him and Adam again finds himself embroiled in the fight of his life, not just to prove his own innocence, but to reclaim the only life he's ever wanted.

Bestselling author John Hart holds nothing back as he strips his characters bare. Secrets explode, emotions tear, and more than one person crosses the brink into deadly behavior as he examines the lengths to which people will go for money, family, and revenge.

A powerful, heart-pounding thriller, Down River will haunt your thoughts long after the last page is turned.",mystery
204,The Torah Codes,Ezra Barany Doron Witztum Jeffrey Satinover Shefa Gold Judith Plaskow Zvi Bellin Tania Schweig,3.43,181,37,138,0,"A reclusive programmer, Nathan Yirmorshy, pounds out ones and zeros in the quiet of his home while his landlord secretly watches behind a two-way mirror. When an intercepted note connects the landlord to a secret society, and a detective ends up dead, Nathan must abandon his home and everything familiar to him, open his heart to a tarot reader he has never met, and trust h A reclusive programmer, Nathan Yirmorshy, pounds out ones and zeros in the quiet of his home while his landlord secretly watches behind a two-way mirror. When an intercepted note connects the landlord to a secret society, and a detective ends up dead, Nathan must abandon his home and everything familiar to him, open his heart to a tarot reader he has never met, and trust her with his life--just as the ancient scriptures have foretold.",mystery
205,Playing for Keeps,R.L. Mathewson,4.03,"110,803","5,711",322,0,"Done with being the world's biggest pushover, Haley decides that things are going to change starting with the aggravating neighbor who has too much charm and not enough restraint. What she didn't expect was to be sucked into his world, but Haley has a game plan and she won't let herself forget just what the bad boy next door is capable of.

The last thing Jason expected was Done with being the world's biggest pushover, Haley decides that things are going to change starting with the aggravating neighbor who has too much charm and not enough restraint. What she didn't expect was to be sucked into his world, but Haley has a game plan and she won't let herself forget just what the bad boy next door is capable of.

The last thing Jason expected was for his little shy neighbor to go Rambo on him over some ruined flowers. After he decides to take her under his wing he can't help but that notice that she fits very nicely in his life. Now the only thing left is to convince her that this is anything but a game.



Â©2011 R.L. Mathewson",romance
206,Ancillary Justice,Ann Leckie,3.97,"93,853","9,241",719,15,"On a remote, icy planet, the soldier known as Breq is drawing closer to completing her quest.

Once, she was the Justice of Toren - a colossal starship with an artificial intelligence linking thousands of soldiers in the service of the Radch, the empire that conquered the galaxy.

Now, an act of treachery has ripped it all away, leaving her with one fragile human body, unanswe On a remote, icy planet, the soldier known as Breq is drawing closer to completing her quest.

Once, she was the Justice of Toren - a colossal starship with an artificial intelligence linking thousands of soldiers in the service of the Radch, the empire that conquered the galaxy.

Now, an act of treachery has ripped it all away, leaving her with one fragile human body, unanswered questions, and a burning desire for vengeance.",science-fiction
207,Gabriel's Inferno,Sylvain Reynard,it,"151,570","8,517",420,1,"Enigmatic and sexy, Professor Gabriel Emerson is a well respected Dante specialist by day, but by night he devotes himself to an uninhibited life of pleasure. He uses his notorious good looks and sophisticated charm to gratify his every whim, but is secretly tortured by his dark past and consumed by the profound belief that he is beyond all hope of redemption.

When the swee Enigmatic and sexy, Professor Gabriel Emerson is a well respected Dante specialist by day, but by night he devotes himself to an uninhibited life of pleasure. He uses his notorious good looks and sophisticated charm to gratify his every whim, but is secretly tortured by his dark past and consumed by the profound belief that he is beyond all hope of redemption.

When the sweet and innocent Julia Mitchell enrolls as his graduate student, his attraction and mysterious connection to her not only jeopardizes his career, but sends him on a journey in which his past and his present collide.

An intriguing and sinful exploration of seduction, forbidden love and redemption, ""Gabriel's Inferno"" is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible...forgiveness and love.",romance
208,Gould's Book of Fish: A Novel in Twelve Fish,Richard Flanagan,3.70,"4,754",582,NA,5,"Once upon a time that was called 1828, before all the living things on the land and the fishes in the sea were destroyed, there was a man named William Buelow Gould, a convict in Van Dieman's Land who fell in love with a black woman and discovered too late that to love is not safe. Silly Billy Gould, invader of Australia, liar, murderer, forger, fantasist, condemned to liv Once upon a time that was called 1828, before all the living things on the land and the fishes in the sea were destroyed, there was a man named William Buelow Gould, a convict in Van Dieman's Land who fell in love with a black woman and discovered too late that to love is not safe. Silly Billy Gould, invader of Australia, liar, murderer, forger, fantasist, condemned to live in the most brutal penal colony in the British Empire, and there ordered to paint a book of fish. Once upon a time, miraculous things happened...",fiction
209,,,NA,NA,NA,NA,0,,NA
210,,,NA,NA,NA,NA,0,,NA
211,The Weird Sisters,Eleanor Brown,3.36,"44,479","6,448",634,1,"There is no problem that a library card can't solve.

The Andreas family is one of readers. Their father, a renowned Shakespeare professor who speaks almost entirely in verse, has named his three daughters after famous Shakespearean women. When the sisters return to their childhood home, ostensibly to care for their ailing mother, but really to lick their wounds and bury There is no problem that a library card can't solve.

The Andreas family is one of readers. Their father, a renowned Shakespeare professor who speaks almost entirely in verse, has named his three daughters after famous Shakespearean women. When the sisters return to their childhood home, ostensibly to care for their ailing mother, but really to lick their wounds and bury their secrets, they are horrified to find the others there. See, we love each other. We just don't happen to like each other very much. But the sisters soon discover that everything they've been running from-one another, their small hometown, and themselves-might offer more than they ever expected.",fiction
212,The Underneath,Kathi Appelt David Small,3.96,"10,370","1,890",699,2,"There is nothing lonelier than a cat who has been loved, at least for a while, and then abandoned on the side of the road.

A calico cat, about to have kittens, hears the lonely howl of a chained-up hound deep in the backwaters of the bayou. She dares to find him in the forest, and the hound dares to befriend this cat, this feline, this creature he is supposed to hate. They There is nothing lonelier than a cat who has been loved, at least for a while, and then abandoned on the side of the road.

A calico cat, about to have kittens, hears the lonely howl of a chained-up hound deep in the backwaters of the bayou. She dares to find him in the forest, and the hound dares to befriend this cat, this feline, this creature he is supposed to hate. They are an unlikely pair, about to become an unlikely family. Ranger urges the cat to hide underneath the porch, to raise her kittens there because Gar-Face, the man living inside the house, will surely use them as alligator bait should he find them. But they are safe in the Underneath...as long as they stay in the Underneath.
Kittens, however, are notoriously curious creatures. And one kitten's one moment of curiosity sets off a chain of events that is astonishing, remarkable, and enormous in its meaning. For everyone who loves Sounder, Shiloh, and The Yearling, for everyone who loves the haunting beauty of writers such as Marjorie Kinnan Rawlings, Flannery O'Connor, and Carson McCullers, Kathi Appelt spins a harrowing yet keenly sweet tale about the power of love Â and its opposite, hate Â the fragility of happiness and the importance of making good on your promises.",fantasy
213,The Witch of Portobello,Paulo Coelho,3.55,"75,065","3,949",NA,0,"How do we find the courage to always be true to ourselvesâeven if we are unsure of whom we are?

That is the central question of international bestselling author Paulo Coelho's profound new work, The Witch of Portobello. It is the story of a mysterious woman named Athena, told by the many who knew her wellâor hardly at all. How do we find the courage to always be true to ourselvesâeven if we are unsure of whom we are?

That is the central question of international bestselling author Paulo Coelho's profound new work, The Witch of Portobello. It is the story of a mysterious woman named Athena, told by the many who knew her wellâor hardly at all.",fiction
214,Raised by Wolves,Jennifer Lynn Barnes,3.91,"30,594","1,638",209,1,"Adopted by the Alpha of a werewolf pack after a rogue wolf brutally killed her parents right before her eyes, fifteen-year-old Bryn knows only pack life, and the rigid social hierarchy that controls it.Â  That doesn't mean that she's averse to breaking a rule or two.Â

But when her curiosity gets the better of her and she discovers Chase, a new teen locked in a cage in her g Adopted by the Alpha of a werewolf pack after a rogue wolf brutally killed her parents right before her eyes, fifteen-year-old Bryn knows only pack life, and the rigid social hierarchy that controls it.Â  That doesn't mean that she's averse to breaking a rule or two.Â

But when her curiosity gets the better of her and she discovers Chase, a new teen locked in a cage in her guardian's basement, and witnesses him turn into a wolf before her eyes, the horrific memories of her parents' murders return. Bryn becomes obsessed with getting her questions answered, and Chase is the only one who can provide the information she needs.

But in her drive to find the truth, will Bryn push too far beyond the constraints of the pack, forcing her to leave behind her friends, her family, and the identity that she's shaped?",young-adult
215,Cracked Hearts,Linda Masemore Pirrung,4.23,122,50,266,0,"Some cracked hearts mend . . . and some implode. For the residents of a usually quiet and peaceful neighborhood, life is about to change. Beneath the peaceful and seemingly law-abiding veneer lurks danger, violence, and a festering web of interconnected secrets, lust, and betrayal. Everyone has a secret, tucked away in a private place in their minds, safe from discovery. B Some cracked hearts mend . . . and some implode. For the residents of a usually quiet and peaceful neighborhood, life is about to change. Beneath the peaceful and seemingly law-abiding veneer lurks danger, violence, and a festering web of interconnected secrets, lust, and betrayal. Everyone has a secret, tucked away in a private place in their minds, safe from discovery. But dark forces at play will pry open these mental vaults, and soon no one's privacy will be protected. Hearts will shatter, lives will end, relationships will fall apart, and paranoia will sweep the shadows. Some will find perverse thrill in a forbidden love, and others will pay the price for it. Some will move from obsession to violence, and no one's life will be quite as logical as it was before. Every person who touches the life of another leaves a mark. Can neighbors Stephanie, John, and Meg help Ron, Hayley, and Dan conquer their inner demons in time? And will they ever learn the identity of the killer in their midst? Can Zach and Blythe's love survive the trauma? Does love truly conquer all-or does it destroy it?",romance
216,Villa Incognito,Tom Robbins,3.68,"17,937",742,NA,0,"Imagine there are American MIAs who chose to remain missing after the Vietnam War. Imagine a family in which four generations of strong, alluring women share a mysterious connection to an outlandish figure from Japanese folklore. Imagine them part of a novel that only Tom Robbins could create? A magically crafted work as timeless as myth yet as topical as the latest intern Imagine there are American MIAs who chose to remain missing after the Vietnam War. Imagine a family in which four generations of strong, alluring women share a mysterious connection to an outlandish figure from Japanese folklore. Imagine them part of a novel that only Tom Robbins could create? A magically crafted work as timeless as myth yet as topical as the latest international threat. But no matter how hard you try, you'll never imagine what you'll find inside the Villa Incognito: a tilt-a-whirl of identity, masquerade, and disguise that dares to pull off ""the false mustache of the world"" and reveal the even greater mystery underneath. For neither the mists of Laos nor the Bangkok smog, neither the overcast of Seattle nor the fog of San Francisco, neither the murk of the intelligence community nor the mummery of the circus can obscure the pure linguistic phosphor that illuminates every page of one of America's most consistently surprising and inventive writers.",fiction
217,The Son,Philipp Meyer,4.01,"32,207","3,675",886,3,"The acclaimed author of American Rust, returns with The Son: an epic, multigenerational saga of power, blood, and land that follows the rise of one unforgettable Texas family from the Comanche raids of the 1800s to the border raids of the early 1900s to the oil booms of the 20th century.

Part epic of Texas, part classic coming-of-age story, part unflinching portrait of the The acclaimed author of American Rust, returns with The Son: an epic, multigenerational saga of power, blood, and land that follows the rise of one unforgettable Texas family from the Comanche raids of the 1800s to the border raids of the early 1900s to the oil booms of the 20th century.

Part epic of Texas, part classic coming-of-age story, part unflinching portrait of the bloody price of power, The Son is an utterly transporting novel that maps the legacy of violence in the American West through the lives of the McCulloughs, an ambitious family as resilient and dangerous as the land they claim.

Spring, 1849. The first male child born in the newly established Republic of Texas, Eli McCullough is thirteen years old when a marauding band of Comanche storm his homestead and brutally murder his mother and sister, taking him captive. Brave and clever, Eli quickly adapts to Comanche life, learning their ways and language, answering to a new name, carving a place as the chief's adopted son, and waging war against their enemies, including white men-complicating his sense of loyalty and understanding of who he is. But when disease, starvation, and overwhelming numbers of armed Americans decimate the tribe, Eli finds himself alone. Neither white nor Indian, civilized or fully wild, he must carve a place for himself in a world in which he does not fully belong-a journey of adventure, tragedy, hardship, grit, and luck that reverberates in the lives of his progeny.

Intertwined with Eli's story are those of his son, Peter, a man who bears the emotional cost of his father's drive for power, and JA, Eli's great-granddaughter, a woman who must fight hardened rivals to succeed in a man's world.

Phillipp Meyer deftly explores how Eli's ruthlessness and steely pragmatism transform subsequent generations of McCulloughs. Love, honor, children are sacrificed in the name of ambition, as the family becomes one of the richest powers in Texas, a ranching-and-oil dynasty of unsurpassed wealth and privilege. Yet, like all empires, the McCoulloughs must eventually face the consequences of their choices.

Harrowing, panoramic, and vividly drawn, The Son is a masterful achievement from a sublime young talent.",fiction
218,A Brief History of Seven Killings,Marlon James,3.89,"30,401","4,309",NA,10,"On December 3, 1976, just before the Jamaican general election and two days before Bob Marley was to play the Smile Jamaica Concert, gunmen stormed his house, machine guns blazing. The attack nearly killed the Reggae superstar, his wife, and his manager, and injured several others. Marley would go on to perform at the free concert on December 5, but he left the country the On December 3, 1976, just before the Jamaican general election and two days before Bob Marley was to play the Smile Jamaica Concert, gunmen stormed his house, machine guns blazing. The attack nearly killed the Reggae superstar, his wife, and his manager, and injured several others. Marley would go on to perform at the free concert on December 5, but he left the country the next day, not to return for two years.

Deftly spanning decades and continents and peopled with a wide range of charactersâassassins, journalists, drug dealers, and even ghostsâA Brief History of Seven Killings is the fictional exploration of that dangerous and unstable time and its bloody aftermath, from the streets and slums of Kingston in the 70s, to the crack wars in 80s New York, to a radically altered Jamaica in the 90s. Brilliantly inventive and stunningly ambitious, this novel is a revealing modern epic that will secure Marlon Jamesâ place among the great literary talents of his generation.",fiction
219,,,NA,NA,NA,NA,0,,NA
220,,,NA,NA,NA,NA,0,,NA
